cc_alias	cc_id	language	lexeme	lexeme_id	status
all-A	175	Afrikaans	AL, ALLE	201	
all-A	175	Danish	ɛl	4714	
all-A	175	Dutch_List	'ɑləs	4914	
all-A	175	English	ɔ:l	5113	
all-A	175	Faroese	ALLIR	5313	
all-A	175	Flemish	ALLE, ALLES	5510	
all-A	175	Frisian	ɔlə, ɔləs, ɔləgjɛr(ə)	6302	
all-A	175	German	'alə	6493	
all-A	175	German_Munich	alle	30276	
all-A	175	Gothic	allai	19913	
all-A	175	Icelandic_ST	ALLIR	8257	
all-A	175	Luxembourgish	all	24092	
all-A	175	Norwegian	alə	13150	
all-A	175	Old_English	ealle	21319	
all-A	175	Old_High_German	alle	27876	
all-A	175	Old_Norse	allir	21561	
all-A	175	Pennsylvania_Dutch	OLL	11970	
all-A	175	Schwyzerdutsch	au	29005	
all-A	175	Sranan	ALA	16903	
all-A	175	Swedish	ˈala	16109	
all-A	175	Swedish_Up	ALL	16308	
all-A	175	Swedish_Vl	AL  AL	16508	
all-B	351	ALBANIAN	GJITH	401	
all-B	351	Albanian_C	GITH	596	
all-B	351	Albanian_G	GJITH	786	
all-B	351	Albanian_Standard	të gjithë	30762	
all-B	351	Albanian_T	gjithë	1176	
all-B	351	Albanian_Top	GITHE	1374	
all-C	543	Albanian_K	tuti	976	LOAN
all-C	543	Brazilian	ˈtodu	2355	
all-C	543	Catalan	tot	3929	
all-C	543	Dolomite_Ladino	dut	31711	
all-C	543	French	tu	5707	
all-C	543	French_Creole_C	TUT	5907	
all-C	543	French_Creole_D	TUT	6106	
all-C	543	Friulian	dut	26163	
all-C	543	Italian	'tutto	8845	
all-C	543	Ladin	TUOT	9426	
all-C	543	Latin	tōtus	20335	EXCLUDE
all-C	543	Portuguese_ST	ˈtoðu	12750	
all-C	543	Provencal	TOUT, TOUTO	12950	
all-C	543	Romansh	tut(ta)	26370	
all-C	543	Rumanian_List	TOTI (M. PL.), TOATE (N. PL.)	13348	
all-C	543	Sardinian_C	TOTTU	13939	
all-C	543	Sardinian_L	TOTU	14138	
all-C	543	Sardinian_N	TOTTU	14338	
all-C	543	Spanish	'toðo	15909	
all-C	543	Vlach	TUTI	17488	
all-C	543	Walloon	TOT	17846	
all-D	566	Armenian_List	BOLOR	1574	
all-D	566	Armenian_Mod	boˈloɾ	1766	
all-E	682	Baluchi	KULL	1962	LOAN
all-E	682	Kashmiri	SORI	9044	
all-F	748	Baluchi	SARO	25065	LOAN
all-F	748	Bengali	SOB	2157	
all-F	748	Bihari	səb	19306	
all-F	748	Gypsy_Gk	SAVORA	7875	
all-F	748	Hindi	SEB, SARA	8057	
all-F	748	Khaskura	SABAI	9239	
all-F	748	Lahnda	SEBU, SARE	9624	
all-F	748	Marathi	'səɾwə, 'səgɭə	11189	
all-F	748	Marwari	səi	20808	
all-F	748	Nepali	SAB, SABAI, SARBA	11389	
all-F	748	Oriya	sɔbɔ	22037	
all-F	748	Panjabi_ST	SEB, SARA	11772	
all-F	748	Sindhi	sabhu	22837	
all-F	748	Urdu	səb	24311	
all-G	965	Breton_List	AN HOLL	2552	
all-G	965	Breton_Se	OL	2751	
all-G	965	Breton_ST	ɔl	2949	
all-G	965	Cornish	an ol	19580	
all-G	965	Cornish	ol an	19579	
all-G	965	Cornish	oll	19581	
all-G	965	Greek_D	HOLOI	6692	
all-G	965	Greek_K	HOLOI	6890	
all-G	965	Greek_Md	HOLOI	7088	
all-G	965	Greek_Ml	HOLOS	7283	
all-G	965	Greek_Mod	ˈo̞lo̞s	7482	
all-G	965	Irish_A	UILE, GO LEIR, AR FAD	8452	
all-G	965	Irish_B	UILE	8651	
all-G	965	Manx	ooilley	31946	
all-G	965	Old_Breton	holl	32065	
all-G	965	Old_Irish	uili	28131	
all-G	965	Old_Welsh	hol	32200	
all-G	965	Scots_Gaelic	uile	23858	
all-G	965	Tocharian_A	salu	24504	
all-G	965	Tocharian_B	solme	24505	
all-H	1102	Avestan	vispe	27674	
all-H	1102	Bulgarian	ˈfsit͡ʃki	3147	
all-H	1102	BULGARIAN_P	VSEKI	3346	
all-H	1102	Byelorussian	WSE, WSE	3538	
all-H	1102	BYELORUSSIAN_P	UVES	3737	
all-H	1102	Czech	fʃɪxɲɪ	4126	
all-H	1102	Czech_E	FSECKI	4324	
all-H	1102	CZECH_P	VSECHEN	4523	
all-H	1102	Latvian	visi	20575	
all-H	1102	Latvian	VISS	9823	
all-H	1102	Lithuanian_O	VISAS, VISI (PL)	10022	
all-H	1102	Lithuanian_ST	‘ʋʲɪskɐs	10221	
all-H	1102	Lower_Sorbian	WSEN	10421	
all-H	1102	Macedonian	SA, SIOV-N-T	10805	
all-H	1102	MACEDONIAN_P	SIOT	10997	
all-H	1102	Old_Church_Slavonic	vĭsi	21070	
all-H	1102	Old_Persian	visā	28676	
all-H	1102	Old_Prussian	wissay	21854	
all-H	1102	Polish	ˈfʃɨsʦɨ	12358	
all-H	1102	POLISH_P	WSZYSTEK	12558	
all-H	1102	Russian	vsʲo	13547	
all-H	1102	RUSSIAN_P	VES	13747	
all-H	1102	Serbian	sʋê	22597	
all-H	1102	Serbocroatian	SAV	14536	
all-H	1102	SERBOCROATIAN_P	sʋê	27126	
all-H	1102	SERBOCROATIAN_P	VAS	14735	
all-H	1102	Slovak	VSETKO	15127	
all-H	1102	SLOVAK_P	VSETOK	15326	
all-H	1102	Slovenian	VSE	15518	
all-H	1102	SLOVENIAN_P	VES	15717	
all-H	1102	Ukrainian	UVES'	17096	
all-H	1102	UKRAINIAN_P	VES	17296	
all-H	1102	Upper_Sorbian	WSON	10613	
all-H	1102	Vedic_Sanskrit	víśvē	22325	
all-I	1978	Kurdish	hemû	24559	
all-I	1978	Persian	hæme	12161	
all-I	1978	Tadzik	XAMA	16707	
all-I	1978	Waziri	HAMAGI	18046	
all-I	1978	Zazaki	heme	29498	
all-J	3193	Digor_Ossetic	ɐppɐt	27262	
all-J	3193	Iron_Ossetic	ɐppɐt	27261	
all-K	2135	Welsh_C	PAWB	18238	
all-K	2135	Welsh_N	POB	18438	
all-L	2462	Ancient_Greek	πᾶς	18637	
all-L	2462	Tocharian_A	pont-	23090	
all-L	2462	Tocharian_B	poñc	23263	
all-M	3154	Hittite	hūmantes	20146	
all-M	3154	Latin	ˈomnis	20334	
all-N	3297	Luvian	pūnatinzi	28822	
all-N	3297	Luvian	tanimminzi	28823	
all-N	3297	Lycian	punemedezi	28928	
all-N	3297	Lycian	huwedri	28927	
all-O	3793	Sogdian	’γ’c	29240	
all-P	3794	Wakhi	KUXT, CU, CUST	17669	
all-Q	3795	Tadzik	TAMOM	24503	LOAN
all-R	3796	Baluchi	DRUH	25063	
all-S	3797	Baluchi	THEGH, THEWAGH	25064	
all-S	3797	Kurdish	tev	24561	
all-T	3798	Kurdish	giş	24560	
all-U	3799	Zazaki	pēro	29499	
all-V	3800	Waziri	GHWUT	24506	
all-W	3801	Pashto	TOL	1	
all-X	3802	Shughni	buqaθ	29715	
all-Y	3803	Sariqoli	ǰam	29993	
all-Z	3804	Ossetic	iuuɨldær	11588	
and-A	1	Assamese	āru	19018	
and-A	1	Bengali	ɑːɹ	2158	
and-A	1	Bihari	aur	19309	
and-A	1	Hindi	OR	8058	
and-A	1	Khaskura	ARU, RA	9240	
and-A	1	Marwari	ōr	20811	
and-A	1	Marwari	ər	20812	
and-A	1	Nepali	AU, RA	11390	
and-A	1	Oriya	o	22038	
and-A	1	Sindhi	aũ	22840	
and-A	1	Urdu	ʔɔɾ	24498	
and-B	176	Afrikaans	EN	202	
and-B	176	Dutch_List	ɛn	4915	
and-B	176	English	ænd	5114	
and-B	176	Flemish	EN	5511	
and-B	176	Frisian	ɛn	6303	
and-B	176	German	ʊnt	6494	
and-B	176	German_Munich	und	30277	
and-B	176	Luxembourgish	an	24291	
and-B	176	Old_English	and	21320	
and-B	176	Old_High_German	inti	27877	
and-B	176	Pennsylvania_Dutch	UUN	11971	
and-B	176	Schwyzerdutsch	und	29006	
and-B	176	Sranan	EN	16904	
and-C	352	ALBANIAN	ENE, NE, E	402	
and-C	352	Albanian_C	E	597	
and-C	352	Albanian_G	ENE, NE, E	787	
and-C	352	Albanian_K	EDHE	977	
and-C	352	Albanian_Standard	dhe	30595	
and-C	352	Albanian_T	ðɛ	1177	
and-C	352	Albanian_Top	DHE	1375	
and-D	567	Armenian_List	YEV	1575	
and-D	567	Armenian_Mod	jɛv	1767	
and-D	567	Classical_Armenian	ew	28439	
and-E	683	Baluchi	GUDA, DI, WA, O	1963	
and-E	683	Pashto	AU	2	
and-E	683	Persian	VA	12162	
and-E	683	Tadzik	VA	16708	
and-E	683	Waziri	AU	18047	
and-F	848	Brazilian	E	2356	
and-F	848	Catalan	i	3930	
and-F	848	Dolomite_Ladino	e	31712	
and-F	848	French	e	5708	
and-F	848	French_Creole_C	EPI, E	5908	
and-F	848	French_Creole_D	EPI	6107	
and-F	848	Friulian	e	26164	
and-F	848	Gaulish	etic	30213	
and-F	848	Italian	e, ed	8846	
and-F	848	Ladin	E, ED	9427	
and-F	848	Latin	et	20336	
and-F	848	Portuguese_ST	i	12751	
and-F	848	Provencal	E, EME, EMAI	12951	
and-F	848	Romansh	e, ed	26371	
and-F	848	Sardinian_C	E	13940	
and-F	848	Sardinian_L	E  E	14139	
and-F	848	Sardinian_N	E	14339	
and-F	848	Spanish	i	15910	
and-F	848	Umbrian	et	28757	
and-F	848	Walloon	ET	17847	
and-G	966	Breton_List	HA, HAG	2553	
and-G	966	Breton_Se	HA, HAG	2752	
and-G	966	Breton_ST	a	2950	
and-G	966	Cornish	ha(g)	19582	
and-G	966	Irish_A	AGUS	8453	
and-G	966	Irish_B	ˈaɡəs	8652	
and-G	966	Old_Irish	ocus	28132	
and-G	966	Scots_Gaelic	agus	24071	
and-G	966	Welsh_C	A	18239	
and-G	966	Welsh_N	a:	18439	
and-H	1103	Bulgarian	i, ɐ	3148	
and-H	1103	BULGARIAN_P	I	3347	
and-H	1103	Byelorussian	I	3539	
and-H	1103	BYELORUSSIAN_P	I	3738	
and-H	1103	Czech	a	4127	
and-H	1103	Czech_E	AY	4325	
and-H	1103	CZECH_P	I	4524	
and-H	1103	Lower_Sorbian	I	10422	
and-H	1103	Macedonian	I	10806	
and-H	1103	MACEDONIAN_P	I	10998	
and-H	1103	Old_Church_Slavonic	i	21071	
and-H	1103	Polish	i	12359	
and-H	1103	POLISH_P	I	12559	
and-H	1103	Russian	i	13548	
and-H	1103	RUSSIAN_P	I	13748	
and-H	1103	Serbian	i	22598	
and-H	1103	Serbocroatian	I	14537	
and-H	1103	SERBOCROATIAN_P	i	14736	
and-H	1103	Slovak	A, I	15128	
and-H	1103	SLOVAK_P	I	15327	
and-H	1103	SLOVENIAN_P	I	15718	
and-H	1103	Ukrainian	I, J	17097	
and-H	1103	UKRAINIAN_P	I	17297	
and-H	1103	Upper_Sorbian	I	10614	
and-I	1303	Danish	ɒw, ʌ	4715	
and-I	1303	Faroese	oː	5314	
and-I	1303	Icelandic_ST	ɔːɣ	8258	
and-I	1303	Norwegian	OG	13151	
and-I	1303	Old_Norse	ok	21562	
and-I	1303	Swedish	ɔ(kː)	16110	
and-I	1303	Swedish_Up	OCH	16309	
and-J	1447	Ancient_Greek	ka:ɪ	18639	
and-J	1447	Greek_D	KAI	6693	
and-J	1447	Greek_K	KAI	6891	
and-J	1447	Greek_Md	KAI, ME	7089	
and-J	1447	Greek_Ml	KAI	7284	
and-J	1447	Greek_Mod	ce̞, c(i)	7483	
and-K	1591	Gujarati	ANE	7683	
and-K	1591	Marathi	'ani	11190	
and-L	1775	Bihari	tathā	19308	
and-L	1775	Gujarati	TATHA	25170	
and-L	1775	Gypsy_Gk	DA	7876	
and-L	1775	Kashmiri	TA	9045	
and-L	1775	Lahnda	TE	9625	
and-L	1775	Panjabi_ST	TE	11773	
and-M	1884	Lithuanian_O	IR	10023	
and-M	1884	Lithuanian_ST	ir̃	10222	
and-M	1884	Rumanian_List	IAR	13349	
and-N	3155	Latvian	ùn	20576	
and-N	3155	Latvian	UN	9824	
and-O	2528	Ancient_Greek	τε	18638	EXCLUDE
and-O	2528	Avestan	ča	27675	
and-O	2528	Gaulish	etic	30213	
and-O	2528	Old_Persian	-čā	28678	
and-O	2528	Old_Persian	utā	28677	
and-O	2528	Proto-Indo-European	*kʷe	23833	
and-O	2528	Sogdian	rty	29241	
and-O	2528	Tocharian_A	śkaṃ	23091	
and-O	2528	Vedic_Sanskrit	ca	22326	
and-P	2529	Bengali	ebɔŋ	25166	
and-P	2529	Bihari	ebã	19307	
and-Q	3188	Digor_Ossetic	ɐma	27264	
and-Q	3188	Iron_Ossetic	ɐmɐ	27263	
and-Q	3188	Ossetic	æmæ	11589	
and-R	3399	Hittite	-Ca ~ -ya	20147	
and-R	3399	Luvian	-ha	28824	
and-R	3399	Lycian	-ke	28929	
and-R	3399	Palaic	-a/-ya	29459	
animal-A	177	Afrikaans	DIER	203	
animal-A	177	Danish	ˈd̥yːʌ, 'd̥yɐ̯	4716	
animal-A	177	Dutch_List	dir	4916	
animal-A	177	Faroese	dʊir	26949	
animal-A	177	Faroese	dʒɔur	5315	
animal-A	177	Flemish	DIER	5512	
animal-A	177	Frisian	di.ər	27667	
animal-A	177	German	ti:ɐ̯	6495	
animal-A	177	German_Munich	Tier	30278	
animal-A	177	Gothic	dius	19915	
animal-A	177	Icelandic_ST	tiːr	8259	
animal-A	177	Luxembourgish	Déier	24120	
animal-A	177	Norwegian	dyːɾ	13152	
animal-A	177	Old_English	dēor	21321	
animal-A	177	Old_High_German	tior	27878	
animal-A	177	Old_Norse	dýr	21563	
animal-A	177	Pennsylvania_Dutch	GEDIER	11972	
animal-A	177	Schwyzerdutsch	tier	29007	
animal-A	177	Swedish	jʉːr	16111	
animal-A	177	Swedish_Up	DJUR	16310	
animal-A	177	Swedish_Vl	JUR	16510	
animal-B	353	ALBANIAN	SHTASA	403	
animal-B	353	Albanian_G	SHTASA	788	
animal-B	353	Sogdian	stwrpδyy	29419	
animal-C	544	Albanian_K	KAFSE	978	
animal-C	544	Albanian_Standard	kafshë	30596	LOAN
animal-C	544	Albanian_T	KAFSHE	1178	
animal-C	544	Albanian_Top	KAFSE	1376	
animal-D	684	Baluchi	JANWAR, ZANWAR, SHANWAR	1964	LOAN
animal-D	684	Bengali	JANOAR, JONTU	2159	LOAN
animal-D	684	Bihari	janbər	19310	LOAN
animal-D	684	Gujarati	JANWER, JENAWER	23484	LOAN
animal-D	684	Hindi	ˈdʒanʋər	8059	LOAN
animal-D	684	Kashmiri	JANAWAR	9046	LOAN
animal-D	684	Khaskura	JANTU	9241	
animal-D	684	Lahnda	JANWER	9626	LOAN
animal-D	684	Marathi	dzən'awəɾ	23482	LOAN
animal-D	684	Marwari	jināwar	20813	LOAN
animal-D	684	Nepali	JANAWAR	23475	LOAN
animal-D	684	Panjabi_ST	JANVER	11774	LOAN
animal-D	684	Persian	dʒɒːnˈvæɾ	27025	
animal-D	684	Sariqoli	ǰunwar	29998	LOAN
animal-D	684	Sariqoli	ǰundur	29997	LOAN
animal-D	684	Sindhi	ǰanvarū	22841	LOAN
animal-D	684	Tadzik	CONDOR	23470	
animal-D	684	Urdu	ʤɑnwəɾ	24338	LOAN
animal-D	684	Waziri	DZANAWAR	18048	LOAN
animal-E	3189	Digor_Ossetic	cɐrɐgoj	27266	
animal-E	3189	Iron_Ossetic	sɐrɐgoj	27265	
animal-E	3189	Ossetic	tsæraɡoj	23472	
animal-F	849	Albanian_C	ANIMAX	598	LOAN
animal-F	849	Assamese	prani	19022	LOAN
animal-F	849	Brazilian	aniˈmau	2357	
animal-F	849	Breton_List	ANEVAL	23479	
animal-F	849	Breton_Se	ENEVAL	2753	
animal-F	849	Breton_ST	ɑ̃ˈneval	2951	
animal-F	849	Catalan	əni’mal	3931	
animal-F	849	Cornish	enyval	19583	
animal-F	849	Dolomite_Ladino	animal	31713	
animal-F	849	English	'ænɪməl	5115	LOAN
animal-F	849	French	animal	5709	
animal-F	849	French_Creole_C	ZANIMO	23480	
animal-F	849	Friulian	animâl, nemâl	26165	
animal-F	849	Gujarati	PRANI	7684	LOAN
animal-F	849	Irish_A	AINMHE	23476	
animal-F	849	Irish_B	AINMHIDH	8653	
animal-F	849	Italian	ani'male	8847	
animal-F	849	Ladin	ANIMAL, ARMAINT	9428	
animal-F	849	Latin	animal	20337	
animal-F	849	Marathi	prani	11191	LOAN
animal-F	849	Old_Irish	anmandae	28133	
animal-F	849	Old_Prussian	alne	21857	
animal-F	849	Oriya	praṇi	22039	LOAN
animal-F	849	Portuguese_ST	ɐniˈmaɫ	12752	
animal-F	849	Provencal	ANIMAU	12952	
animal-F	849	Romansh	animal	26372	
animal-F	849	Rumanian_List	animal	13350	
animal-F	849	Sardinian_C	ANIMALI	13941	
animal-F	849	Sardinian_L	ANIMALE	14140	
animal-F	849	Sardinian_N	ANIMALE	14340	
animal-F	849	Scots_Gaelic	ainmhidh	23895	
animal-F	849	Spanish	ani'mal	15911	
animal-F	849	Welsh_C	ANIFAIL	18240	
animal-F	849	Welsh_N	ANIFAIL	18440	
animal-G	2176	Ancient_Greek	zdɔːjon	18640	
animal-G	2176	Bulgarian	ʒiˈvɔtno	3149	
animal-G	2176	Greek_D	TO DZOO	6694	
animal-G	2176	Greek_K	DZOON	6892	
animal-G	2176	Greek_Md	DZOO	7090	
animal-G	2176	Greek_Ml	DZOON	7285	
animal-G	2176	Greek_Mod	ˈzo̞ˌo̞	7484	
animal-G	2176	Irish_A	BEITHIDHEACH	8454	
animal-G	2176	Latvian	DZIVNIEKS	23483	
animal-G	2176	Latvian	dzîvnieks	20577	
animal-G	2176	Lithuanian_O	GYVULYS	10024	
animal-G	2176	Lithuanian_ST	GYVULYS	10223	
animal-G	2176	Old_Church_Slavonic	životŭ	21073	
animal-G	2176	Russian	ʒɨ'votnoe	13549	
animal-G	2176	Serbian	ʒiʋǒtiɲa	22599	
animal-G	2176	Serbocroatian	ZIVOTINJA	14538	
animal-G	2176	SERBOCROATIAN_P	ʒiʋǒtiɲa	27133	
animal-G	2176	Slovenian	ZIVALI	15520	
animal-H	1104	Ancient_Greek	θήρ	18641	EXCLUDE
animal-H	1104	BULGARIAN_P	ZV AR	3348	
animal-H	1104	Byelorussian	ZYVELA	3540	
animal-H	1104	BYELORUSSIAN_P	ZVER	3739	
animal-H	1104	Czech	zviːr̝ɛ	4128	
animal-H	1104	Czech_E	ZVIRE	4326	
animal-H	1104	CZECH_P	ZVER	4525	
animal-H	1104	Latvian	zvērs	23508	
animal-H	1104	Lithuanian_ST	ZVERIS	23481	
animal-H	1104	Lower_Sorbian	ZWERISCO	10423	
animal-H	1104	Macedonian	ZIVOTINA, -INKA	10807	
animal-H	1104	MACEDONIAN_P	DZVER	10999	
animal-H	1104	Old_Church_Slavonic	звѣрь	21072	
animal-H	1104	Old_Prussian	swīrins	21856	
animal-H	1104	Polish	ˈzvʲɛʒɛ̃	12360	
animal-H	1104	POLISH_P	ZWIERZ	12560	
animal-H	1104	RUSSIAN_P	ZVER	13749	
animal-H	1104	SERBOCROATIAN_P	ZVER	14737	
animal-H	1104	Slovak	ZVER	15129	
animal-H	1104	SLOVAK_P	ZVER	15328	
animal-H	1104	SLOVENIAN_P	ZVER	15719	
animal-H	1104	UKRAINIAN_P	ZVIR	17298	
animal-H	1104	Upper_Sorbian	ZWERJO	10615	
animal-I	1410	Cornish	be:st	19584	LOAN
animal-I	1410	Flemish	BEEST	23471	LOAN
animal-I	1410	French_Creole_C	BET	5909	
animal-I	1410	Frisian	BISTEGUD	6304	LOAN
animal-I	1410	Latin	bestia	23506	EXCLUDE
animal-I	1410	Walloon	BIESSE	17848	
animal-J	1979	Ossetic	XAJUAN	11590	LOAN
animal-J	1979	Pashto	HAJVAN	3	LOAN
animal-J	1979	Persian	HEYVAN	12163	LOAN
animal-J	1979	Sariqoli	ɛywun	29996	LOAN
animal-J	1979	Shughni	aywūn	29717	LOAN
animal-J	1979	Tadzik	XAJVON	16709	LOAN
animal-J	1979	Zazaki	heywān	29502	LOAN
animal-K	2177	Khaskura	PASHU	23474	LOAN
animal-K	2177	Nepali	PASU	11391	LOAN
animal-K	2177	Oriya	pɔsu	22040	
animal-K	2177	Vedic_Sanskrit	paśús	22327	
animal-L	2180	Tocharian_A	lu	23092	
animal-L	2180	Tocharian_B	luwo	23265	
animal-M	2429	Breton_List	LOEN	2554	
animal-M	2429	Breton_Se	LON	23477	
animal-M	2429	Breton_ST	lo.ɛ̃n	23478	
animal-N	2533	Hittite	suppalas	20148	EXCLUDE
animal-O	3343	Armenian_List	ANASOON	1576	
animal-O	3343	Classical_Armenian	anasown	28440	
animal-P	4177	Assamese	zɒntu	19021	
animal-P	4177	Oriya	ǰɔntu	22041	
ashes-A	178	Afrikaans	AS	204	
ashes-A	178	Classical_Armenian	ačiwn	31044	
ashes-A	178	Danish	ˈasg̥ʰə	4717	
ashes-A	178	Dutch_List	ɑs	4917	
ashes-A	178	English	æʃɪz	5116	
ashes-A	178	Faroese	øska	5316	
ashes-A	178	Flemish	ASCH	5513	
ashes-A	178	Frisian	ˈjɪskə	6305	
ashes-A	178	German	'aʃə	6496	
ashes-A	178	German_Munich	Asche	30279	
ashes-A	178	Gothic	azgō	19916	
ashes-A	178	Hittite	hās, hāss-	20149	
ashes-A	178	Icelandic_ST	ˈaska	8260	
ashes-A	178	Kati	asɨ̃	30348	
ashes-A	178	Luxembourgish	Äschen	24249	
ashes-A	178	Norwegian	aske	13153	
ashes-A	178	Old_English	asce	21322	
ashes-A	178	Old_High_German	asca	27879	
ashes-A	178	Old_Norse	aska	21564	
ashes-A	178	Pennsylvania_Dutch	ESCH	11973	
ashes-A	178	Proto-Indo-European	*h₂éh₁s-s, *h₂h₁s-ós	23793	
ashes-A	178	Schwyzerdutsch	äsche	29008	
ashes-A	178	Sranan	ASESI	16905	
ashes-A	178	Swedish	'aska	23485	
ashes-A	178	Swedish_Up	ASKA	16311	
ashes-A	178	Swedish_Vl	ASKA	16511	
ashes-A	178	Vedic_Sanskrit	ā́sas	22328	
ashes-C	568	Armenian_List	MOGHIR	1577	
ashes-C	568	Armenian_Mod	moˈχiɾ	1769	
ashes-C	568	Classical_Armenian	moxir	28441	
ashes-D	685	Baluchi	PHUR	1965	
ashes-D	685	Wakhi	PERG	17671	
ashes-E	850	ALBANIAN	HINI	404	
ashes-E	850	Albanian_C	XI-RI	599	
ashes-E	850	Albanian_G	HINI	789	
ashes-E	850	Albanian_K	XII	979	
ashes-E	850	Albanian_Standard	hiri	30597	
ashes-E	850	Albanian_T	hi, hî	1179	
ashes-E	850	Albanian_Top	HI	1377	
ashes-E	850	Brazilian	CINZA	2358	
ashes-E	850	Catalan	'sɛndrə	3932	
ashes-E	850	Dolomite_Ladino	cènder	31715	
ashes-E	850	French	sɑ̃dʀ	5710	
ashes-E	850	French_Creole_C	SAN	5910	
ashes-E	850	French_Creole_D	SAN	6108	
ashes-E	850	Friulian	cinise	26166	
ashes-E	850	Italian	'tʃenere	8848	
ashes-E	850	Ladin	TSCHENDRA	9429	
ashes-E	850	Latin	cinis	20338	
ashes-E	850	Portuguese_ST	ˈsĩzɐʃ	12753	
ashes-E	850	Provencal	CENDRE	12953	
ashes-E	850	Romansh	tschendra	26373	
ashes-E	850	Rumanian_List	cenușă	13351	
ashes-E	850	Sardinian_C	CINIZU	13942	
ashes-E	850	Sardinian_L	CHIJNA	14141	
ashes-E	850	Sardinian_N	KISINAS	14341	
ashes-E	850	Spanish	θe'niθas	15912	
ashes-E	850	Vlach	CENUSE	17490	
ashes-E	850	Walloon	CINDE	17849	
ashes-F	968	Breton_List	LUDU	2555	
ashes-F	968	Breton_Se	LUDU	2754	
ashes-F	968	Breton_ST	'ly:dy	2952	
ashes-F	968	Cornish	lusow	19585	
ashes-F	968	Irish_A	LUAITH	8455	
ashes-F	968	Irish_B	LUAITH	8654	
ashes-F	968	Manx	leoie	31947	
ashes-F	968	Old_Irish	lúaith	28134	
ashes-F	968	Scots_Gaelic	luath	24030	
ashes-F	968	Welsh_C	LLUDW	18241	
ashes-F	968	Welsh_N	LLUDW	18441	
ashes-G	1105	Bulgarian	ˈpɛpɛl	3150	
ashes-G	1105	BULGARIAN_P	PEPEL	3349	
ashes-G	1105	Byelorussian	POPEL	3541	
ashes-G	1105	BYELORUSSIAN_P	POPEL	3740	
ashes-G	1105	Czech	popɛl	4129	
ashes-G	1105	Czech_E	POPEL	4327	
ashes-G	1105	CZECH_P	POPEL	4526	
ashes-G	1105	Latvian	pelni	20578	
ashes-G	1105	Latvian	PELNI	9826	
ashes-G	1105	Lithuanian_O	PELENAI	10025	
ashes-G	1105	Lithuanian_ST	PELENAI	10224	
ashes-G	1105	Lower_Sorbian	POPEL	10424	
ashes-G	1105	Macedonian	PEPEL	10808	
ashes-G	1105	MACEDONIAN_P	PEPEL	11000	
ashes-G	1105	Old_Church_Slavonic	popelŭ	21074	
ashes-G	1105	Old_Prussian	pelanne	21858	
ashes-G	1105	Polish	ˈpɔpʲuw	12361	
ashes-G	1105	POLISH_P	POPIOL	12561	
ashes-G	1105	RUSSIAN_P	PEPEL	13750	
ashes-G	1105	Serbian	pêpeo	22600	
ashes-G	1105	Serbocroatian	PEPEO	14539	
ashes-G	1105	SERBOCROATIAN_P	pêpeo	14738	
ashes-G	1105	Slovak	POPOL	15130	
ashes-G	1105	SLOVAK_P	POPOL	15329	
ashes-G	1105	Slovenian	PEPJU	15521	
ashes-G	1105	SLOVENIAN_P	PEPEL	15720	
ashes-G	1105	Ukrainian	POPIL	17099	
ashes-G	1105	UKRAINIAN_P	POPIL	17299	
ashes-G	1105	Upper_Sorbian	POPJEL	10616	
ashes-H	1448	Greek_D	STACHTE, STACHTES	6695	
ashes-H	1448	Greek_Md	STACHTE	7091	
ashes-H	1448	Greek_Ml	STACHTE	7286	
ashes-H	1448	Greek_Mod	ˈstaxti	7485	
ashes-H	1448	Swedish	stɔft	16112	
ashes-I	1592	Gujarati	RAKH	7685	
ashes-I	1592	Hindi	rakʰ	8060	
ashes-I	1592	Marathi	ɾakʰ	11192	
ashes-I	1592	Marwari	rakh	20814	
ashes-I	1592	Urdu	ɾɑkʰ	24462	
ashes-J	1776	Khaskura	KHARANI	9242	LOAN
ashes-J	1776	Nepali	KHAG, CHARO	11392	LOAN
ashes-J	1776	Persian	KHAKESTAR	12164	
ashes-J	1776	Tadzik	XOKISTAR	16710	
ashes-K	1828	Kashmiri	SUR	9047	
ashes-K	1828	Lahnda	SWA	9627	
ashes-K	1828	Panjabi_ST	SVA	11775	
ashes-L	2179	Ancient_Greek	tépʰraː	18642	
ashes-L	2179	Greek_K	TEFRA	6893	
ashes-M	2182	Assamese	sai	19023	
ashes-M	2182	Bengali	CHAI	2160	
ashes-M	2182	Bihari	chaur	19311	
ashes-N	2189	Marathi	'bʱəsmə	26583	LOAN
ashes-N	2189	Marwari	bhobhaḷdo	20815	
ashes-N	2189	Oriya	bhɔsmoɔ	22042	LOAN
ashes-N	2189	Vedic_Sanskrit	bhasman-	23509	
ashes-O	2463	Tocharian_A	tor	23093	
ashes-O	2463	Tocharian_B	taur	23266	
ashes-P	3190	Digor_Ossetic	funuk	27268	
ashes-P	3190	Iron_Ossetic	fɐnyk	27267	
ashes-P	3190	Ossetic	FAENYK	11591	
ashes-Q	3389	Avestan	ātriiəm	27676	
ashes-Q	3389	Pashto	IRA	4	
ashes-Q	3389	Sariqoli	θer	29999	
ashes-Q	3389	Shughni	θīr	29718	
ashes-Q	3389	Sogdian	’’š’kw	29218	
ashes-Q	3389	Waziri	TRA	18049	
ashes-R	3414	Kurdish	xwelî	24660	
ashes-R	3414	Zazaki	wel	29503	
