cc_alias	cc_id	language	lexeme	lexeme_id	status
rope-N	1737	Irish_A	TEAD	8573	
rope-N	1737	Irish_B	tʲiad̪ˠ, tʲeːd̪ˠ	8769	
rope-N	1737	Old_Irish	tét	28271	
rope-O	2007	Persian	TANAB	12280	
rope-O	2007	Wakhi	TUNOV	25765	
rope-P	2870	Czech_E	SPAGAT	4444	
rope-P	2870	Slovenian	SPAH	15639	
rope-Q	2074	Latin	ˈfuːnis	20483	
rope-Q	2074	Sardinian_C	FUNI	14059	
rope-Q	2074	Sardinian_L	FUNE	14259	
rope-Q	2074	Vlach	FUNI	17595	
rope-R	2864	Ancient_Greek	κάλως	18872	
rope-S	2865	Ancient_Greek	dezmós	18874	EXCLUDE
rope-S	2865	Vedic_Sanskrit	dā́ma	22490	
rope-T	2866	Assamese	rɔsi	19201	
rope-T	2866	Bihari	rəssa	19461	
rope-T	2866	Hindi	RESSA	8178	
rope-T	2866	Lahnda	RESSI	9744	
rope-T	2866	Panjabi_ST	RESSA	11891	
rope-T	2866	Sindhi	ra(s)sī	22993	
rope-T	2866	Urdu	ɾəsːə, ɾəsːi	24355	
rope-T	2866	Zazaki	resen	29645	
rope-U	2869	Polish	ʃnur	12479	LOAN
rope-U	2869	Ukrainian	SNUR	25757	LOAN
rope-V	2871	French_Creole_C	LIN	25762	
rope-V	2871	Polish	ˈʎina	29395	
rope-V	2871	Swedish	'li:na	25760	
rope-V	2871	Ukrainian	LYNVA	17217	LOAN
rope-W	2873	Ancient_Greek	πεῖσμα	18873	EXCLUDE
rope-W	2873	Digor_Ossetic	bɐttɐn	27444	
rope-W	2873	Iron_Ossetic	bɐttɐn	27443	
rope-W	2873	Ossetic	bændæn	11701	
rope-W	2873	Sariqoli	vыx̆, vůx̆	30136	
rope-W	2873	Shughni	(sar)bānd	29895	
rope-W	2873	Wakhi	SIVEN	17775	
rope-X	2874	German	za‿il	6613	
rope-X	2874	German_Munich	Seil	30500	
rope-X	2874	Gothic	in-sailjanu	20059	
rope-X	2874	Hittite	ishimas	20264	
rope-X	2874	Luxembourgish	Seel	24138	
rope-X	2874	Old_English	sāl	21466	
rope-X	2874	Old_High_German	seil	28029	
rope-X	2874	Old_Norse	síma	21737	
rope-X	2874	Schwyzerdutsch	seili	29131	
rope-Y	3360	Armenian_Mod	pɑˈɾɑn	1883	
rope-Y	3360	Classical_Armenian	paran	28581	
rope-Z	3387	Old_English	streng	21467	
rope-Z	3387	Old_High_German	strang	28030	
rope-Z	3387	Old_Norse	strengr	21738	
rope-Aa	4194	Kashmiri	RAZ	9163	
rope-Ab	4195	Baluchi	REZ	2081	
rotten-A	105	Pashto	VROST	123	
rotten-A	105	Waziri	WROST	18164	
rotten-B	281	Afrikaans	ROT, VERROT, BEDERF, BEDERWE	323	
rotten-B	281	Danish	ˈʁʌðən	4836	
rotten-B	281	Dutch_List	və'rɔt	5036	
rotten-B	281	English	'rɒtən	5235	LOAN
rotten-B	281	Faroese	ROTIN	25778	
rotten-B	281	Flemish	VERROTTEN	5629	
rotten-B	281	Frisian	rɔtsjə	6415	
rotten-B	281	Norwegian	ROTTEN	13270	
rotten-B	281	Swedish	'rɵtən	16230	
rotten-B	281	Swedish_Up	RUTTEN	16430	
rotten-B	281	Swedish_Vl	ROTAN	16629	
rotten-C	460	Albanian_C	I-KALBET	711	
rotten-C	460	Albanian_G	KALBET	25775	
rotten-C	460	Albanian_K	I KALHBETE	1098	
rotten-C	460	Albanian_Standard	i, e kalbur	30793	
rotten-C	460	Albanian_T	I, E KALBUR	1296	
rotten-C	460	Albanian_Top	KALHBUR	1496	
rotten-D	2881	Irish_A	LOBHTHA	8574	
rotten-D	2881	Scots_Gaelic	loibhte	24054	
rotten-E	1048	Breton_List	BREIN	2673	
rotten-E	1048	Breton_Se	BREIN	2873	
rotten-E	1048	Breton_ST	brɛjn	3071	
rotten-E	1048	Cornish	breyn	19786	
rotten-F	1166	Bulgarian	gnil	3268	
rotten-F	1166	BULGARIAN_P	GNIL	3464	
rotten-F	1166	Byelorussian	HNILY	3659	
rotten-F	1166	BYELORUSSIAN_P	HNILY	3855	
rotten-F	1166	Czech	ZETLELY	26867	
rotten-F	1166	Czech	sxɲɪliː	4246	
rotten-F	1166	Czech_E	HNYILE	4445	
rotten-F	1166	CZECH_P	SHNILY	4640	
rotten-F	1166	Lower_Sorbian	GNILY	10539	
rotten-F	1166	Macedonian	IZGNIEN, SKAPAN, GNILI	10924	
rotten-F	1166	MACEDONIAN_P	GNIL	11115	
rotten-F	1166	Old_Church_Slavonic	gnilŭ	21230	
rotten-F	1166	Polish	ˈzɡɲiwɨ	12480	
rotten-F	1166	POLISH_P	ZGNILY	12676	
rotten-F	1166	Russian	gni'loj	13669	
rotten-F	1166	RUSSIAN_P	GNILOJ	13865	
rotten-F	1166	Serbian	ɡɲîo	22747	
rotten-F	1166	Serbocroatian	GNJIO	14657	
rotten-F	1166	SERBOCROATIAN_P	ɡɲîo	14853	
rotten-F	1166	Slovak	ZHNITY	15248	
rotten-F	1166	SLOVAK_P	HNILY	15444	
rotten-F	1166	SLOVENIAN_P	GNIL	15835	
rotten-F	1166	Ukrainian	HNYLYJ, ZIPSOVANYJ	17218	
rotten-F	1166	UKRAINIAN_P	HNYLYJ	17414	
rotten-F	1166	Upper_Sorbian	HNILY	10731	
rotten-G	2878	Assamese	pɒsa	19202	
rotten-G	2878	Bengali	POCE	2278	
rotten-G	2878	Oriya	pɔča	22219	
rotten-H	2879	Marathi	səɖ'lelə	26618	
rotten-H	2879	Marathi	səɖ'ka	26619	
rotten-H	2879	Nepali	BISADDE	25781	
rotten-H	2879	Oriya	sɔḍha	22220	
rotten-I	1672	Bihari	sarab	19462	
rotten-I	1672	Hindi	SERA	8179	
rotten-I	1672	Lahnda	SERI	9745	
rotten-I	1672	Panjabi_ST	SEREA HOYA	11892	
rotten-J	2880	Latvian	SATRUDEJIS	25779	
rotten-J	2880	Latvian	satrunẽjis	20721	
rotten-K	2075	Sardinian_C	MALU	14060	
rotten-K	2075	Sardinian_L	MALZU	14260	
rotten-L	2162	Cornish	poder	19787	
rotten-L	2162	Cornish	podrethek	19789	
rotten-L	2162	Welsh_C	PWDR	18360	
rotten-L	2162	Welsh_N	PWDR, PYDREDIG	18559	
rotten-M	2875	ALBANIAN	PERTATS	522	
rotten-M	2875	Albanian_G	PERTATS	25776	
rotten-N	2876	ALBANIAN	DEMEL	25777	
rotten-N	2876	Albanian_G	DEMEL	904	
rotten-O	2877	Armenian_List	PUDAZ	1692	
rotten-O	2877	Armenian_Mod	pʰəˈtɑʦ	26731	
rotten-O	2877	Avestan	pūtō	27799	
rotten-O	2877	Brazilian	PODRE	2477	
rotten-O	2877	Catalan	puðɾit	4050	
rotten-O	2877	Digor_Ossetic	ɐmbud	27446	
rotten-O	2877	Faroese	FUGVIN	5433	
rotten-O	2877	French	puʀi	5829	
rotten-O	2877	French_Creole_C	PUHWI	6029	
rotten-O	2877	French_Creole_D	PUWI	6225	
rotten-O	2877	German	fa‿ul	6614	
rotten-O	2877	Gothic	fūls	20061	
rotten-O	2877	Icelandic_ST	FUINN	8377	
rotten-O	2877	Iron_Ossetic	ɐmbyd	27445	
rotten-O	2877	Ladin	PUTIRD	9547	
rotten-O	2877	Latin	putridus	20484	
rotten-O	2877	Latvian	SAPUVIS	9944	
rotten-O	2877	Latvian	sapuvis	20720	
rotten-O	2877	Lithuanian_O	SUPUVES	10143	
rotten-O	2877	Lithuanian_ST	SUPUVES	10343	
rotten-O	2877	Luxembourgish	faul	24268	
rotten-O	2877	Old_English	fūl	21468	
rotten-O	2877	Old_High_German	fūl	28032	
rotten-O	2877	Old_Norse	fúna	21741	
rotten-O	2877	Old_Norse	fúinn	21742	
rotten-O	2877	Ossetic	æmbɨd	11702	
rotten-O	2877	Pennsylvania_Dutch	FAUL	12087	
rotten-O	2877	Persian	PUSIDE	12281	
rotten-O	2877	Portuguese_ST	ˈpodɾɨ	12872	
rotten-O	2877	Provencal	POURRI	13072	
rotten-O	2877	Rumanian_List	putred	13469	
rotten-O	2877	Sariqoli	peδǰ	30137	
rotten-O	2877	Sogdian	pwtqy	29429	
rotten-O	2877	Spanish	poð'ɾiðo	16031	
rotten-O	2877	Tadzik	PUSIDA	16828	
rotten-O	2877	Tocharian_B	āmpau	23390	
rotten-O	2877	Vedic_Sanskrit	pú̄tis	22492	
rotten-O	2877	Vlach	PRUDITU	25784	
rotten-O	2877	Wakhi	PITK	17776	
rotten-O	2877	Walloon	(TO ROT) POURI	17968	
rotten-P	3174	Dolomite_Ladino	marz	31861	
rotten-P	3174	Italian	'martʃo	8966	
rotten-P	3174	Romansh	marsch	26497	
rotten-Q	3819	Ancient_Greek	σαπρός	18878	
rotten-Q	3819	Greek_Ml	SAPIOS	7404	
rotten-Q	3819	Greek_Mod	ˈsapço̞s	7604	
rotten-Q	3819	Gypsy_Gk	SAPYO	7987	LOAN
round-A	2443	Danish	ʁɔn	25003	LOAN
round-A	2443	Dolomite_Ladino	torón(t)	31863	
round-A	2443	Dutch_List	rɔnt	25008	LOAN
round-A	2443	English	raʊnd	25005	LOAN
round-A	2443	French	ʀɔ̃	26153	
round-A	2443	Friulian	taront	26292	
round-A	2443	German	rʊnt	25009	LOAN
round-A	2443	German_Munich	rund	30501	LOAN
round-A	2443	Italian	'tondo	24998	
round-A	2443	Latin	rotundus	20485	
round-A	2443	Luxembourgish	ronn	24272	LOAN
round-A	2443	Norwegian	rund	29469	LOAN
round-A	2443	Romansh	radund	26498	
round-A	2443	Rumanian_List	rotund	25000	
round-A	2443	Schwyzerdutsch	rund	29133	LOAN
round-A	2443	Spanish	re'ðondo	24999	
round-A	2443	Swedish	rɵnd	25004	LOAN
round-B	2444	Breton_ST	krɛn	25001	
round-B	2444	Cornish	krenn	19791	
round-B	2444	Czech	okroʊ̯ɦliː	26154	
round-B	2444	Irish_B	cruind	25006	
round-B	2444	Manx	cruinn	32027	
round-B	2444	Old_Breton	cron	32117	
round-B	2444	Old_Church_Slavonic	(o)kruglŭ	21231	
round-B	2444	Old_Irish	cruinn / cruind	28274	
round-B	2444	Old_Norse	kringlóttr	21743	
round-B	2444	Polish	ɔˈkrɔ̃ɡwɨ	25016	
round-B	2444	Russian	'kruglij	25017	
round-B	2444	Scots_Gaelic	kruɪɲ	24057	
round-B	2444	Serbian	okrǔːɡao	22749	
round-B	2444	Serbocroatian	okrugao	25015	
round-B	2444	SERBOCROATIAN_P	okrǔːɡao	27171	
round-B	2444	Welsh_N	crwn	25007	
round-C	2446	Old_English	sintrendel	25010	
round-D	2447	Old_English	sinwealt	21469	
round-D	2447	Old_High_German	sinwelb	28033	
round-D	2447	Old_Norse	sívalr	21745	
round-E	2448	Latvian	apaļš	20722	
round-E	2448	Lithuanian_ST	apvalus	25012	
round-F	2449	Oriya	monḍla	22221	
round-F	2449	Vedic_Sanskrit	maṇḍala	22493	
round-G	2450	Vedic_Sanskrit	vartulas	22494	EXCLUDE
round-H	2451	Bihari	gol	19463	
round-H	2451	Hindi	ɡɔl	27046	
round-H	2451	Nepali	golinu	25018	
round-H	2451	Sindhi	golu	22995	
round-H	2451	Urdu	ɡol	24484	
round-I	3335	Classical_Armenian	bolorak	28586	
round-I	3335	Old_Norse	bo̜llóttr	21744	
round-J	3397	Avestan	skarənō	27800	
round-J	3397	Shughni	žarn, žurn	29896	
round-J	3397	Sogdian	’skwrnkh	29414	
round-K	3508	Kurdish	girover	24681	
round-K	3509	Sariqoli	pet	30138	
round-K	3510	Zazaki	tekele	29646	
round-L	3871	Albanian_Standard	i rrumbullak, e rrumbulake	30794	LOAN
round-L	3871	Albanian_T	rrumbullak	29259	LOAN
round-L	3871	Albanian_Top	rrumbullak	29258	LOAN
round-M	4036	Gypsy_Gk	angrustaló	31692	LOAN
rub-A	3507	Sogdian	’nsy-	29415	
rub-A	3507	Tadzik	SOIGAN, SUDAN	25789	
rub-A	3507	Wakhi	MAND, SUX	17777	
rub-A	3507	Zazaki	sāwitiš	29647	
rub-B	282	Afrikaans	VRYF	324	
rub-B	282	Afrikaans	VRYWE	25793	
rub-B	282	Dutch_List	'vrɛivə(n)	5037	
rub-B	282	Frisian	'vrjo.uə	6416	
rub-B	282	German	'ra‿ibn̩	6615	
rub-B	282	German_Munich	reiben	30502	
rub-B	282	Luxembourgish	reiwen	24210	
rub-B	282	Schwyzerdutsch	ribe	29134	
rub-D	634	Armenian_List	SHUPEL	1693	
rub-D	634	Armenian_Mod	ʃəˈpʰɛl	1885	
rub-D	634	Classical_Armenian	špʰem	28587	
rub-E	728	Avestan	marəz-	31680	EXCLUDE
rub-E	728	Baluchi	MALAGH, MALITHA, MALTHA	2083	LOAN
rub-L	1738	Bihari	mələb	19465	
rub-L	1738	Kashmiri	MALUN	9165	
rub-L	1738	Khaskura	MALNU	25790	
rub-L	1738	Nepali	MALNU, MARNU	25788	
rub-E	728	Pashto	MUSEL	124	
rub-E	728	Persian	MALIDAN	12282	
rub-L	1738	Singhalese	MADINAWA	15050	
rub-E	728	Tadzik	MOLIDAN	16829	
rub-E	728	Waziri	MASHEL	18165	
rub-F	925	ALBANIAN	FERKOJ	523	LOAN
rub-F	925	Albanian_C	FERKON	712	LOAN
rub-F	925	Albanian_G	FERKOJ	905	LOAN
rub-F	925	Albanian_Standard	fërkoj	30703	LOAN
rub-F	925	Albanian_T	ME FERKUAR	1297	LOAN
rub-F	925	Albanian_Top	FERKON, AOR. FERKOVA	1497	LOAN
rub-F	925	Brazilian	ESFREGAR	2478	
rub-F	925	Breton_Se	FROTEIN	2874	LOAN
rub-F	925	Breton_ST	'frɔtã	25150	LOAN
rub-F	925	Catalan	--	4051	
rub-F	925	Catalan	frə'ɣa	25423	
rub-F	925	Dolomite_Ladino	sfreà, sfree	31864	
rub-F	925	French	fʀɔte	5830	
rub-F	925	French_Creole_C	FWOTE	6030	
rub-F	925	French_Creole_D	FWOTE	6226	
rub-F	925	Italian	fre'gare	8967	
rub-F	925	Ladin	SFRUSCHER	9548	
rub-F	925	Latin	fricāre	20486	
rub-F	925	Latvian	beȓž	20723	
rub-F	925	Latvian	BERZT	9945	
rub-F	925	Portuguese_ST	ɨʃfɾɨˈɡaɾ	12873	
rub-F	925	Provencal	FRETA	13073	
rub-F	925	Romansh	sfruschar	26499	
rub-F	925	Rumanian_List	a freˈka	13470	
rub-F	925	Sardinian_C	FRIGAI	14061	
rub-F	925	Sardinian_L	FRIGARE	14261	
rub-F	925	Spanish	fɾo'taɾ	16032	LOAN
rub-F	925	Vlach	FREK	17597	
rub-F	925	Walloon	FROTER	17969	
rub-G	1049	Breton_List	RIMIA	25795	
rub-G	1049	Breton_List	RENVIA	2674	
rub-G	1049	Breton_ST	'rĩmjã	3072	
rub-H	1167	Ancient_Greek	triː́bɔː	18882	
rub-H	1167	Bulgarian	ˈtɤ̞rkɐm	3269	
rub-H	1167	BULGARIAN_P	TRIJA	3465	
rub-H	1167	Byelorussian	CERCI, SARAVAC'	3660	
rub-H	1167	BYELORUSSIAN_P	CERCI	3856	
rub-H	1167	Czech	tr̝̊iːt	4247	
rub-H	1167	CZECH_P	TRITI	4641	
rub-H	1167	Greek_D	TRIBO	6814	
rub-H	1167	Greek_K	TRIBO	7012	
rub-H	1167	Greek_Md	TRIBO	7207	
rub-H	1167	Greek_Ml	TRIBO	7405	
rub-H	1167	Greek_Mod	ˈtrivo̞	7605	
rub-H	1167	Gypsy_Gk	TRIVO	7988	LOAN
rub-H	1167	Lithuanian_O	TRINTI	10144	
rub-H	1167	Lithuanian_ST	TRINTI	10344	
rub-H	1167	Lower_Sorbian	TRES	10540	
rub-H	1167	Macedonian	TRIE	10925	
rub-H	1167	MACEDONIAN_P	TRIAM	11116	
rub-H	1167	Old_Church_Slavonic	tĭretŭ	21232	
rub-H	1167	Polish	ˈtʃɛʨ	12481	
rub-H	1167	POLISH_P	TRZEC	12677	
rub-H	1167	Russian	'tʲerʲetʲ	13670	
rub-H	1167	RUSSIAN_P	TERET	13866	
rub-H	1167	Serbian	třːʎati	22750	
rub-H	1167	Serbocroatian	TRENJE	14658	
rub-H	1167	SERBOCROATIAN_P	tr̂ti	14854	
rub-H	1167	Slovak	TRET	15249	
rub-H	1167	SLOVAK_P	TRIET	15445	
rub-H	1167	SLOVENIAN_P	TRETI	15836	
rub-H	1167	Ukrainian	TERTJA, NATYRANNJA	17219	
rub-H	1167	UKRAINIAN_P	TERTY	17415	
rub-H	1167	Upper_Sorbian	TREC	10732	
rub-I	1299	Czech_E	MASTYIT	4446	
rub-I	1299	Slovenian	MAZATI, DRGNI	15641	
rub-J	1325	Danish	ˈg̥ni:ðə	4837	
rub-J	1325	Faroese	ˈɡnʊdʒa	5434	
rub-J	1325	Gothic	bnauiþ	20063	
rub-J	1325	Icelandic_ST	NUA	8378	
rub-J	1325	Norwegian	GNI	13271	
rub-J	1325	Old_English	gnītt	21470	
rub-J	1325	Old_High_German	gnītit	28035	
rub-J	1325	Old_Norse	gnúa	21746	
rub-J	1325	Swedish	'gnɵga	16231	
rub-J	1325	Swedish	'gni:da	27255	
rub-J	1325	Swedish_Up	GNIDA, GNUGGA	16431	
rub-J	1325	Swedish_Vl	GNI, GNOG	16630	
rub-K	1673	Hindi	REGERNA	8180	
rub-K	1673	Panjabi_ST	REGERNA	11893	
rub-K	1673	Urdu	ɾəɡəɽnə	24425	
rub-L	1738	Irish_A	CUIMILT	8575	
rub-L	1738	Irish_B	CUIMLIM	8771	
rub-L	1738	Old_Irish	con·meil	28275	
rub-L	1738	Proto-Indo-European	*melh₁-	23758	
rub-M	2888	Armenian_Mod	K`OREL	25791	
rub-M	2888	Welsh_N	CRAFU	25797	
rub-N	2884	Assamese	ghãh	19204	
rub-N	2884	Bengali	GHOSA	2279	
rub-N	2884	Gujarati	GHESWU	7800	
rub-N	2884	Marathi	'gʰasɳe	11312	
rub-N	2884	Nepali	GHASNU	11511	
rub-N	2884	Oriya	ghɔsiba	22222	
rub-N	2884	Sindhi	gahaṇu	22997	
rub-N	2884	Vedic_Sanskrit	gharṣati	22495	
rub-O	3237	Digor_Ossetic	sɐrf-	27448	
rub-O	3237	Iron_Ossetic	šɐrf-	27447	
rub-P	2886	English	rʌb	5236	
rub-P	2886	Old_High_German	rībit	28034	
rub-P	2886	Sranan	ROBI LOBI	17022	
rub-P	2886	Welsh_C	RHWBIO	18361	LOAN
rub-P	2886	Welsh_N	RHWBIO	18560	LOAN
rub-Q	2887	Afrikaans	SKUUR	25794	
rub-Q	2887	Flemish	SCHUREN	5630	
salt-A	3501	Baluchi	WHADH, WAHADH	2084	
salt-B	283	Afrikaans	SOUT	325	
salt-B	283	Ancient_Greek	háls	18883	
salt-B	283	Armenian_List	AGH	1694	
salt-B	283	Armenian_Mod	ał	1886	
salt-B	283	Brazilian	SAL	2479	
salt-B	283	Breton_List	HOLEN, C'HOALEN	2675	
salt-B	283	Breton_Se	HOLEN	2875	
salt-B	283	Breton_ST	'o:lɛn	3073	
salt-B	283	Bulgarian	sɔl	3270	
salt-B	283	BULGARIAN_P	SOL	3466	
salt-B	283	Byelorussian	SOL'	3661	
salt-B	283	BYELORUSSIAN_P	SOL	3857	
salt-B	283	Catalan	sal	4052	
salt-B	283	Classical_Armenian	ał	28588	
salt-B	283	Cornish	hoelan	19795	
salt-B	283	Czech	suːl	4248	
salt-B	283	Czech_E	SUL	4447	
salt-B	283	CZECH_P	SUL	4642	
salt-B	283	Danish	sald̥ʰ	4838	
salt-B	283	Dolomite_Ladino	sal	31865	
salt-B	283	Dutch_List	zɑut	5038	
salt-B	283	English	sɔ:lt	5237	
salt-B	283	Faroese	sal̬t	5435	
salt-B	283	Flemish	ZOUT	5631	
salt-B	283	French	sɛl	5831	
salt-B	283	French_Creole_C	SEL	6031	
salt-B	283	French_Creole_D	SEL	6227	
salt-B	283	Frisian	sɔ:t	6417	
salt-B	283	Friulian	sâl	26294	
salt-B	283	German	zalt͜s	6616	
salt-B	283	German_Munich	Salz	30503	
salt-B	283	Gothic	salt	20064	
salt-B	283	Greek_D	HALATI	6815	
salt-B	283	Greek_K	HALAS	7013	
salt-B	283	Greek_Md	HALATI	7208	
salt-B	283	Greek_Ml	HALATI	7406	
salt-B	283	Greek_Mod	a'lati	7606	
salt-B	283	Icelandic_ST	sal̥t	8379	
salt-B	283	Irish_A	SALANN	8576	
salt-B	283	Irish_B	SALANN	8772	
salt-B	283	Italian	'sale	8968	
salt-B	283	Ladin	SAL	9549	
salt-B	283	Latin	sāl	20487	
salt-B	283	Latvian	sā̀ls	20724	
salt-B	283	Latvian	SALS	9946	
salt-B	283	Lower_Sorbian	SOL	10541	
salt-B	283	Luxembourgish	Salz	24235	
salt-B	283	Macedonian	SOL	10926	
salt-B	283	MACEDONIAN_P	SOL	11117	
salt-B	283	Norwegian	SALT	13272	
salt-B	283	Old_Church_Slavonic	solĭ	21233	
salt-B	283	Old_English	sealt	21471	
salt-B	283	Old_High_German	salz	28036	
salt-B	283	Old_Irish	salann	28276	
salt-B	283	Old_Norse	salt	21747	
salt-B	283	Old_Prussian	sali	21971	
salt-B	283	Pennsylvania_Dutch	SOLSZ	12088	
salt-B	283	Polish	sul	12482	
salt-B	283	POLISH_P	SOL	12678	
salt-B	283	Portuguese_ST	sal	12874	
salt-B	283	Proto-Indo-European	*sal-	23778	
salt-B	283	Provencal	SAU	13074	
salt-B	283	Romansh	sal	26500	
salt-B	283	Rumanian_List	sare	13471	
salt-B	283	Russian	solʲ	13671	
salt-B	283	RUSSIAN_P	SOL	13867	
salt-B	283	Sardinian_C	SALI	14062	
salt-B	283	Sardinian_L	SALE	14262	
salt-B	283	Sardinian_N	SALE	14460	
salt-B	283	Schwyzerdutsch	sauz	29135	
salt-B	283	Scots_Gaelic	salann	24013	
salt-B	283	Serbian	sôː	22751	
salt-B	283	Serbocroatian	SOL	14659	
salt-B	283	SERBOCROATIAN_P	sôːl	14855	
salt-B	283	Slovak	SOL	15250	
salt-B	283	SLOVAK_P	SOL	15446	
salt-B	283	Slovenian	SOV	15642	
salt-B	283	SLOVENIAN_P	SOL	15837	
salt-B	283	Spanish	sal	16033	
salt-B	283	Sranan	ZOUTOE	17023	
salt-B	283	Swedish	salt	16232	
salt-B	283	Swedish_Up	SALT	16432	
salt-B	283	Swedish_Vl	SALT	16631	
salt-B	283	Tocharian_A	sāle	23201	
salt-B	283	Tocharian_B	salyiye	23393	
salt-B	283	Ukrainian	SIL'	17220	
salt-B	283	UKRAINIAN_P	SIL	17416	
salt-B	283	Umbrian	salu	28795	
salt-B	283	Upper_Sorbian	SOL	10733	
salt-B	283	Vlach	SARE	17598	
salt-B	283	Walloon	SE	17970	
salt-B	283	Welsh_C	HALEN	18362	
salt-B	283	Welsh_N	HALEN	18561	
salt-C	462	ALBANIAN	KRYP	524	
salt-C	462	Albanian_C	KRIP	713	
salt-C	462	Albanian_G	KRYPA	906	
salt-C	462	Albanian_K	KRIPE	1100	
salt-C	462	Albanian_Standard	kripë	30662	
salt-C	462	Albanian_T	krip(ə)	1298	
salt-C	462	Albanian_Top	KRIPE	1498	
salt-D	811	Assamese	nun	19206	
salt-D	811	Assamese	lon	19205	
salt-D	811	Bengali	NUN	2280	
salt-D	811	Bengali	LOBON	25787	
salt-D	811	Bihari	nun	19466	
salt-D	811	Gypsy_Gk	LON	7989	
salt-D	811	Kashmiri	NUN	9166	
salt-D	811	Khaskura	NUN	9353	
salt-D	811	Lahnda	LUN	9747	
salt-D	811	Marathi	lon	25786	
salt-D	811	Marwari	lūn	20982	
salt-D	811	Nepali	NUN	11512	
salt-D	811	Oriya	luṇɔ	22223	
salt-D	811	Panjabi_ST	LUN	11894	
salt-D	811	Sindhi	sēndhōlūṇu	22998	
salt-D	811	Sindhi	lūṇu	22999	
salt-D	811	Singhalese	LUNU	15051	
salt-D	811	Vedic_Sanskrit	lavaṇam	22497	
salt-E	1912	Lithuanian_O	DRUSKA	10145	
salt-E	1912	Lithuanian_ST	DRUSKA	10345	
salt-F	2009	Hindi	NEMEK	8181	LOAN
salt-F	2009	Pashto	MALGA	125	
salt-F	2009	Persian	NAMAK	12283	
salt-F	2009	Sariqoli	namoδǰ	30140	
salt-F	2009	Shughni	namák	29897	LOAN
salt-F	2009	Sogdian	nm’δk	29367	
salt-F	2009	Tadzik	næmæk	16830	
salt-F	2009	Urdu	nəmək	24449	LOAN
salt-F	2009	Wakhi	NIMUK	17778	
salt-F	2009	Waziri	MOLGA	18166	
salt-F	2009	Magahi	nimǝk	30951	LOAN
salt-G	2883	Gujarati	MITHU	7801	
salt-G	2883	Marathi	mi:ʈʰ	11313	
salt-H	3286	Digor_Ossetic	cɐnχɐ	27450	
salt-H	3286	Iron_Ossetic	sɐχχ	27449	
salt-H	3286	Ossetic	tsæχχ	11704	
salt-I	3502	Zazaki	sol	29648	
salt-J	3845	Kati	ẓ̌ukʰ	30355	
sand-A	108	Kashmiri	SEKH	9167	LOAN
sand-A	108	Pashto	SEGA	126	
sand-A	108	Waziri	SHEGGA	18167	
sand-B	284	Afrikaans	SAND	326	
sand-B	284	Ancient_Greek	ἄμμος	18885	
sand-B	284	Ancient_Greek	ψάμαθος	18884	EXCLUDE
sand-B	284	Armenian_List	AVAZ	1695	
sand-B	284	Armenian_Mod	ɑˈvɑz	1887	
sand-B	284	Breton_Se	SABL	2876	LOAN
sand-B	284	Classical_Armenian	awaz	28589	
sand-B	284	Danish	san	4839	
sand-B	284	Dolomite_Ladino	saolon	31866	
sand-B	284	Dutch_List	zɑnt	5039	
sand-B	284	English	sænd	5238	
sand-B	284	Faroese	SANDUR	5436	
sand-B	284	Flemish	ZAND	5632	
sand-B	284	French	sɑbl	5832	
sand-B	284	French_Creole_C	SAB	6032	
sand-B	284	French_Creole_D	SAB	6228	
sand-B	284	Frisian	sɔ:n	6418	
sand-B	284	Friulian	savalon	26295	
sand-B	284	German	sant	6617	
sand-B	284	German_Munich	Sand	30504	
sand-B	284	Greek_D	HAMMOS	6816	
sand-B	284	Greek_K	AMMOS	7014	
sand-B	284	Greek_Md	AMMOS	7209	
sand-B	284	Greek_Ml	HAMMOS	7407	
sand-B	284	Greek_Mod	ˈamo̞s	7607	
sand-B	284	Icelandic_ST	ˈsantʏr	8380	
sand-B	284	Italian	'sabbja	8969	
sand-B	284	Ladin	SABLUN	9550	
sand-B	284	Luxembourgish	Sand	24237	
sand-B	284	Norwegian	SAND	13273	
sand-B	284	Old_English	sand	21472	
sand-B	284	Old_High_German	sant	28037	
sand-B	284	Old_Norse	sandr	21748	
sand-B	284	Pennsylvania_Dutch	SONNDT	12089	
sand-B	284	Provencal	ˈsaβlo	13075	
sand-B	284	Romansh	sablun	26501	
sand-B	284	Schwyzerdutsch	sang	29136	
sand-B	284	Sranan	SANTI	17024	
sand-B	284	Swedish	sand	16233	
sand-B	284	Swedish_Up	SAND	16433	
sand-B	284	Swedish_Vl	SAN	16632	
sand-B	284	Walloon	SAVION	17971	
sand-D	551	Albanian_K	SUUR	1101	EXCLUDE
sand-D	551	Albanian_T	SHUR	1299	EXCLUDE
sand-E	3233	Digor_Ossetic	ɐzmensɐ	27452	
sand-E	3233	Iron_Ossetic	žmiš	27451	
sand-E	3233	Ossetic	zmis	11705	
sand-F	812	Gujarati	RETI	7802	
sand-F	812	Lahnda	RET	9748	
sand-F	812	Marathi	'reti:	24930	
sand-F	812	Nepali	RETI	11513	
sand-F	812	Panjabi_ST	RET	11895	
sand-F	812	Urdu	ɾet̪	24451	
sand-G	926	ALBANIAN	rërë	525	LOAN
sand-G	926	Albanian_C	rërë	714	LOAN
sand-G	926	Albanian_G	ranë	907	LOAN
sand-G	926	Albanian_Standard	rërë	30663	LOAN
sand-G	926	Albanian_T	rërë	29261	LOAN
