LANGUAGE,GLOTTOCODE,CONCEPT,COGNATE
Sariqoli,sari1246,FAT (ORGANIC SUBSTANCE),fat_d
Sariqoli,sari1246,FAT (ORGANIC SUBSTANCE),fat_y
Scots_Gaelic,scot1245,FAT (ORGANIC SUBSTANCE),fat_0
Serbian,sout1528,FAT (ORGANIC SUBSTANCE),fat_0
Serbian,sout1528,FAT (ORGANIC SUBSTANCE),fat_g
Serbian,sout1528,FAT (ORGANIC SUBSTANCE),fat_v
Shughni,shug1248,FAT (ORGANIC SUBSTANCE),fat_ad
Shughni,shug1248,FAT (ORGANIC SUBSTANCE),fat_d
Sindhi,sind1272,FAT (ORGANIC SUBSTANCE),fat_k
Singhalese,sinh1246,FAT (ORGANIC SUBSTANCE),fat_s
Slovak,slov1269,FAT (ORGANIC SUBSTANCE),fat_h
Slovenian,slov1268,FAT (ORGANIC SUBSTANCE),fat_g
Sogdian,sogd1245,FAT (ORGANIC SUBSTANCE),fat_d
Sogdian,sogd1245,FAT (ORGANIC SUBSTANCE),fat_y
Spanish,stan1288,FAT (ORGANIC SUBSTANCE),fat_i
Swedish,swed1254,FAT (ORGANIC SUBSTANCE),fat_b
Swiss_German,swis1247,FAT (ORGANIC SUBSTANCE),fat_b
Tajik,taji1245,FAT (ORGANIC SUBSTANCE),fat_y
Tocharian_A,tokh1242,FAT (ORGANIC SUBSTANCE),fat_o
Tocharian_B,tokh1243,FAT (ORGANIC SUBSTANCE),fat_o
Tosk,alba1268,FAT (ORGANIC SUBSTANCE),fat_c
Ukrainian,ukra1253,FAT (ORGANIC SUBSTANCE),fat_h
Ukrainian,ukra1253,FAT (ORGANIC SUBSTANCE),fat_v
Upper_Sorbian,uppe1395,FAT (ORGANIC SUBSTANCE),fat_h
Urdu,urdu1245,FAT (ORGANIC SUBSTANCE),fat_d
Vedic_Sanskrit,sans1269,FAT (ORGANIC SUBSTANCE),fat_r
Vedic_Sanskrit,sans1269,FAT (ORGANIC SUBSTANCE),fat_x
Walloon,wall1255,FAT (ORGANIC SUBSTANCE),fat_i
Waziri,waci1238,FAT (ORGANIC SUBSTANCE),fat_ac
Welsh,wels1247,FAT (ORGANIC SUBSTANCE),fat_l
Welsh,wels1247,FAT (ORGANIC SUBSTANCE),fat_t
Zazaki,kirm1248,FAT (ORGANIC SUBSTANCE),fat_y
Adapazar,homs1234,FATHER,father_a
Afrikaans,afri1274,FATHER,father_a
Afrikaans,afri1274,FATHER,father_g
Ancient_Greek,anci1242,FATHER,father_a
Arumanian,arom1237,FATHER,father_0
Arumanian,arom1237,FATHER,father_d
Arumanian,arom1237,FATHER,father_j
Arvanitika,arva1236,FATHER,father_c
Assamese,assa1263,FATHER,father_a
Assamese,assa1263,FATHER,father_c
Avestan,aves1237,FATHER,father_a
Baluchi,east2304,FATHER,father_a
Belarusian,bela1254,FATHER,father_e
Bengali,beng1280,FATHER,father_c
Bihari,biha1245,FATHER,father_a
Bihari,biha1245,FATHER,father_c
Breton,bret1244,FATHER,father_d
Bulgarian,bulg1262,FATHER,father_0
Bulgarian,bulg1262,FATHER,father_d
Cagliari,sard1257,FATHER,father_j
Catalan,stan1289,FATHER,father_a
Classical_Armenian,clas1256,FATHER,father_a
Cornish,corn1251,FATHER,father_d
Czech,czec1258,FATHER,father_b
Danish,dani1285,FATHER,father_a
Digor_Ossetic,digo1242,FATHER,father_a
Dutch,cent2352,FATHER,father_a
Eastern_Armenian,nucl1235,FATHER,father_a
English,stan1293,FATHER,father_a
Faroese,faro1244,FATHER,father_0
Faroese,faro1244,FATHER,father_a
Flemish,cent2353,FATHER,father_a
Flemish,cent2353,FATHER,father_g
French,stan1290,FATHER,father_a
Frisian,fris1239,FATHER,father_0
Frisian,fris1239,FATHER,father_a
Friulian,friu1240,FATHER,father_a
German,stan1295,FATHER,father_a
Gothic,goth1244,FATHER,father_a
Gothic,goth1244,FATHER,father_b
Gujarati,guja1252,FATHER,father_a
Gujarati,guja1252,FATHER,father_c
Hindi,hind1269,FATHER,father_a
Hindi,hind1269,FATHER,father_c
Hittite,hitt1242,FATHER,father_b
Icelandic,icel1247,FATHER,father_a
Irish,iris1253,FATHER,father_a
Italian,ital1282,FATHER,father_a
Kashmiri,kash1277,FATHER,father_0
Kashmiri,kash1277,FATHER,father_c
Ladin,ladi1250,FATHER,father_j
Lahnda,lahn1241,FATHER,father_h
Latin,lati1261,FATHER,father_a
Latvian,latv1249,FATHER,father_d
Lithuanian,lith1251,FATHER,father_d
Lower_Sorbian,lowe1385,FATHER,father_0
Luxembourgish,luxe1243,FATHER,father_g
Macedonian,mace1250,FATHER,father_b
Macedonian,mace1250,FATHER,father_d
Marathi,mara1378,FATHER,father_a
Marathi,mara1378,FATHER,father_c
Marwari,marw1260,FATHER,father_c
Modern_Greek,mode1248,FATHER,father_a
Nepali,nepa1254,FATHER,father_c
Norwegian,norw1258,FATHER,father_a
Nuorese,nuor1238,FATHER,father_j
Old_Church_Slavic,chur1257,FATHER,father_b
Old_English,olde1238,FATHER,father_a
Old_High_German,oldh1241,FATHER,father_a
Old_Irish,oldi1246,FATHER,father_a
Old_Prussian,prus1238,FATHER,father_d
Old_West_Norse,oldw1240,FATHER,father_a
Oriya,oriy1255,FATHER,father_a
Oriya,oriy1255,FATHER,father_c
Panjabi,panj1256,FATHER,father_c
Panjabi,panj1256,FATHER,father_h
Pashto,pash1269,FATHER,father_a
Persian,west2369,FATHER,father_a
Polish,poli1260,FATHER,father_b
Portuguese,port1283,FATHER,father_a
Provencal,prov1235,FATHER,father_a
Romani,roma1329,FATHER,father_d
Romanian,megl1237,FATHER,father_d
Romansh,roma1326,FATHER,father_j
Russian,russ1263,FATHER,father_b
Sariqoli,sari1246,FATHER,father_d
Scots_Gaelic,scot1245,FATHER,father_a
Serbian,sout1528,FATHER,father_b
Shughni,shug1248,FATHER,father_a
Shughni,shug1248,FATHER,father_d
Sindhi,sind1272,FATHER,father_c
Sindhi,sind1272,FATHER,father_h
Singhalese,sinh1246,FATHER,father_c
Singhalese,sinh1246,FATHER,father_d
Singhalese,sinh1246,FATHER,father_h
Slovak,slov1269,FATHER,father_b
Slovenian,slov1268,FATHER,father_b
Sogdian,sogd1245,FATHER,father_a
Spanish,stan1288,FATHER,father_a
Swedish,swed1254,FATHER,father_a
Swiss_German,swis1247,FATHER,father_a
Tajik,taji1245,FATHER,father_a
Tocharian_A,tokh1242,FATHER,father_a
Tocharian_B,tokh1243,FATHER,father_a
Tosk,alba1268,FATHER,father_c
Ukrainian,ukra1253,FATHER,father_e
Upper_Sorbian,uppe1395,FATHER,father_b
Urdu,urdu1245,FATHER,father_c
Vedic_Sanskrit,sans1269,FATHER,father_a
Wakhi,wakh1245,FATHER,father_d
Walloon,wall1255,FATHER,father_a
Waziri,waci1238,FATHER,father_a
Waziri,waci1238,FATHER,father_c
Welsh,wels1247,FATHER,father_d
Zazaki,kirm1248,FATHER,father_a
Adapazar,homs1234,FEAR (TO BE AFRAID),fear_0
Afrikaans,afri1274,FEAR (TO BE AFRAID),fear_b
Afrikaans,afri1274,FEAR (TO BE AFRAID),fear_q
Ancient_Greek,anci1242,FEAR (TO BE AFRAID),fear_0
Ancient_Greek,anci1242,FEAR (TO BE AFRAID),fear_k
Ancient_Greek,anci1242,FEAR (TO BE AFRAID),fear_t
Arumanian,arom1237,FEAR (TO BE AFRAID),fear_0
Arvanitika,arva1236,FEAR (TO BE AFRAID),fear_0
Assamese,assa1263,FEAR (TO BE AFRAID),fear_e
Assamese,assa1263,FEAR (TO BE AFRAID),fear_m
Avestan,aves1237,FEAR (TO BE AFRAID),fear_e
Baluchi,east2304,FEAR (TO BE AFRAID),fear_d
Belarusian,bela1254,FEAR (TO BE AFRAID),fear_e
Bengali,beng1280,FEAR (TO BE AFRAID),fear_e
Bihari,biha1245,FEAR (TO BE AFRAID),fear_m
Breton,bret1244,FEAR (TO BE AFRAID),fear_g
Breton,bret1244,FEAR (TO BE AFRAID),fear_l
Bulgarian,bulg1262,FEAR (TO BE AFRAID),fear_h
Cagliari,sard1257,FEAR (TO BE AFRAID),fear_f
Catalan,stan1289,FEAR (TO BE AFRAID),fear_f
Classical_Armenian,clas1256,FEAR (TO BE AFRAID),fear_t
Cornish,corn1251,FEAR (TO BE AFRAID),fear_l
Czech,czec1258,FEAR (TO BE AFRAID),fear_e
Danish,dani1285,FEAR (TO BE AFRAID),fear_i
Digor_Ossetic,digo1242,FEAR (TO BE AFRAID),fear_d
Dutch,cent2352,FEAR (TO BE AFRAID),fear_b
Eastern_Armenian,nucl1235,FEAR (TO BE AFRAID),fear_0
English,stan1293,FEAR (TO BE AFRAID),fear_b
Faroese,faro1244,FEAR (TO BE AFRAID),fear_j
Flemish,cent2353,FEAR (TO BE AFRAID),fear_b
French,stan1290,FEAR (TO BE AFRAID),fear_d
French,stan1290,FEAR (TO BE AFRAID),fear_j
Frisian,fris1239,FEAR (TO BE AFRAID),fear_q
Friulian,friu1240,FEAR (TO BE AFRAID),fear_f
German,stan1295,FEAR (TO BE AFRAID),fear_i
Gothic,goth1244,FEAR (TO BE AFRAID),fear_i
Gothic,goth1244,FEAR (TO BE AFRAID),fear_q
Gujarati,guja1252,FEAR (TO BE AFRAID),fear_e
Gujarati,guja1252,FEAR (TO BE AFRAID),fear_m
Hindi,hind1269,FEAR (TO BE AFRAID),fear_m
Hittite,hitt1242,FEAR (TO BE AFRAID),fear_0
Icelandic,icel1247,FEAR (TO BE AFRAID),fear_j
Irish,iris1253,FEAR (TO BE AFRAID),fear_p
Italian,ital1282,FEAR (TO BE AFRAID),fear_f
Kashmiri,kash1277,FEAR (TO BE AFRAID),fear_0
Kashmiri,kash1277,FEAR (TO BE AFRAID),fear_d
Kashmiri,kash1277,FEAR (TO BE AFRAID),fear_m
Ladin,ladi1250,FEAR (TO BE AFRAID),fear_f
Lahnda,lahn1241,FEAR (TO BE AFRAID),fear_m
Latin,lati1261,FEAR (TO BE AFRAID),fear_f
Latvian,latv1249,FEAR (TO BE AFRAID),fear_e
Lithuanian,lith1251,FEAR (TO BE AFRAID),fear_e
Lower_Sorbian,lowe1385,FEAR (TO BE AFRAID),fear_e
Luxembourgish,luxe1243,FEAR (TO BE AFRAID),fear_i
Macedonian,mace1250,FEAR (TO BE AFRAID),fear_e
Marathi,mara1378,FEAR (TO BE AFRAID),fear_e
Marwari,marw1260,FEAR (TO BE AFRAID),fear_e
Marwari,marw1260,FEAR (TO BE AFRAID),fear_m
Modern_Greek,mode1248,FEAR (TO BE AFRAID),fear_k
Nepali,nepa1254,FEAR (TO BE AFRAID),fear_m
Norwegian,norw1258,FEAR (TO BE AFRAID),fear_j
Nuorese,nuor1238,FEAR (TO BE AFRAID),fear_f
Old_Church_Slavic,chur1257,FEAR (TO BE AFRAID),fear_e
Old_English,olde1238,FEAR (TO BE AFRAID),fear_i
Old_High_German,oldh1241,FEAR (TO BE AFRAID),fear_i
Old_Irish,oldi1246,FEAR (TO BE AFRAID),fear_0
Old_Prussian,prus1238,FEAR (TO BE AFRAID),fear_e
Old_West_Norse,oldw1240,FEAR (TO BE AFRAID),fear_j
Old_West_Norse,oldw1240,FEAR (TO BE AFRAID),fear_q
Oriya,oriy1255,FEAR (TO BE AFRAID),fear_e
Oriya,oriy1255,FEAR (TO BE AFRAID),fear_m
Panjabi,panj1256,FEAR (TO BE AFRAID),fear_m
Pashto,pash1269,FEAR (TO BE AFRAID),fear_a
Persian,west2369,FEAR (TO BE AFRAID),fear_d
Polish,poli1260,FEAR (TO BE AFRAID),fear_e
Portuguese,port1283,FEAR (TO BE AFRAID),fear_f
Provencal,prov1235,FEAR (TO BE AFRAID),fear_d
Provencal,prov1235,FEAR (TO BE AFRAID),fear_f
Provencal,prov1235,FEAR (TO BE AFRAID),fear_j
Romani,roma1329,FEAR (TO BE AFRAID),fear_d
Romanian,megl1237,FEAR (TO BE AFRAID),fear_f
Romansh,roma1326,FEAR (TO BE AFRAID),fear_f
Russian,russ1263,FEAR (TO BE AFRAID),fear_e
Scots_Gaelic,scot1245,FEAR (TO BE AFRAID),fear_p
Serbian,sout1528,FEAR (TO BE AFRAID),fear_0
Serbian,sout1528,FEAR (TO BE AFRAID),fear_e
Shughni,shug1248,FEAR (TO BE AFRAID),fear_s
Sindhi,sind1272,FEAR (TO BE AFRAID),fear_0
Sindhi,sind1272,FEAR (TO BE AFRAID),fear_e
Sindhi,sind1272,FEAR (TO BE AFRAID),fear_m
Singhalese,sinh1246,FEAR (TO BE AFRAID),fear_e
Slovak,slov1269,FEAR (TO BE AFRAID),fear_e
Slovenian,slov1268,FEAR (TO BE AFRAID),fear_h
Sogdian,sogd1245,FEAR (TO BE AFRAID),fear_r
Spanish,stan1288,FEAR (TO BE AFRAID),fear_f
Swedish,swed1254,FEAR (TO BE AFRAID),fear_i
Swiss_German,swis1247,FEAR (TO BE AFRAID),fear_0
Tajik,taji1245,FEAR (TO BE AFRAID),fear_d
Tajik,taji1245,FEAR (TO BE AFRAID),fear_e
Tocharian_A,tokh1242,FEAR (TO BE AFRAID),fear_n
Tocharian_B,tokh1243,FEAR (TO BE AFRAID),fear_i
Tosk,alba1268,FEAR (TO BE AFRAID),fear_0
Ukrainian,ukra1253,FEAR (TO BE AFRAID),fear_0
Ukrainian,ukra1253,FEAR (TO BE AFRAID),fear_e
Upper_Sorbian,uppe1395,FEAR (TO BE AFRAID),fear_e
Urdu,urdu1245,FEAR (TO BE AFRAID),fear_m
Vedic_Sanskrit,sans1269,FEAR (TO BE AFRAID),fear_e
Wakhi,wakh1245,FEAR (TO BE AFRAID),fear_d
Walloon,wall1255,FEAR (TO BE AFRAID),fear_0
Waziri,waci1238,FEAR (TO BE AFRAID),fear_a
Welsh,wels1247,FEAR (TO BE AFRAID),fear_l
Adapazar,homs1234,FEATHER,feather_a
Afrikaans,afri1274,FEATHER,feather_a
Afrikaans,afri1274,FEATHER,feather_e
Ancient_Greek,anci1242,FEATHER,feather_a
Arumanian,arom1237,FEATHER,feather_a
Arvanitika,arva1236,FEATHER,feather_a
Assamese,assa1263,FEATHER,feather_g
Avestan,aves1237,FEATHER,feather_d
Baluchi,east2304,FEATHER,feather_d
Baluchi,east2304,FEATHER,feather_j
Belarusian,bela1254,FEATHER,feather_d
Bengali,beng1280,FEATHER,feather_0
Bihari,biha1245,FEATHER,feather_g
Breton,bret1244,FEATHER,feather_e
Bulgarian,bulg1262,FEATHER,feather_d
Cagliari,sard1257,FEATHER,feather_a
Catalan,stan1289,FEATHER,feather_e
Classical_Armenian,clas1256,FEATHER,feather_a
Cornish,corn1251,FEATHER,feather_e
Czech,czec1258,FEATHER,feather_d
Danish,dani1285,FEATHER,feather_a
Digor_Ossetic,digo1242,FEATHER,feather_c
Dutch,cent2352,FEATHER,feather_a
Eastern_Armenian,nucl1235,FEATHER,feather_a
English,stan1293,FEATHER,feather_a
Faroese,faro1244,FEATHER,feather_a
French,stan1290,FEATHER,feather_e
Frisian,fris1239,FEATHER,feather_a
Friulian,friu1240,FEATHER,feather_a
Friulian,friu1240,FEATHER,feather_e
German,stan1295,FEATHER,feather_a
Gujarati,guja1252,FEATHER,feather_f
Hindi,hind1269,FEATHER,feather_d
Icelandic,icel1247,FEATHER,feather_a
Irish,iris1253,FEATHER,feather_h
Italian,ital1282,FEATHER,feather_e
Kashmiri,kash1277,FEATHER,feather_0
Kashmiri,kash1277,FEATHER,feather_g
Kurdish,kurd1259,FEATHER,feather_d
Ladin,ladi1250,FEATHER,feather_a
Lahnda,lahn1241,FEATHER,feather_d
Latin,lati1261,FEATHER,feather_a
Latin,lati1261,FEATHER,feather_e
Latvian,latv1249,FEATHER,feather_d
Lithuanian,lith1251,FEATHER,feather_i
Lower_Sorbian,lowe1385,FEATHER,feather_d
Luxembourgish,luxe1243,FEATHER,feather_a
Luxembourgish,luxe1243,FEATHER,feather_e
Macedonian,mace1250,FEATHER,feather_d
Marathi,mara1378,FEATHER,feather_f
Marathi,mara1378,FEATHER,feather_g
Marwari,marw1260,FEATHER,feather_g
Modern_Greek,mode1248,FEATHER,feather_a
Nepali,nepa1254,FEATHER,feather_g
Norwegian,norw1258,FEATHER,feather_a
Nuorese,nuor1238,FEATHER,feather_a
Old_Church_Slavic,chur1257,FEATHER,feather_d
Old_English,olde1238,FEATHER,feather_a
Old_High_German,oldh1241,FEATHER,feather_a
Old_Irish,oldi1246,FEATHER,feather_e
Old_Irish,oldi1246,FEATHER,feather_h
Old_Prussian,prus1238,FEATHER,feather_i
Old_West_Norse,oldw1240,FEATHER,feather_a
Oriya,oriy1255,FEATHER,feather_g
Panjabi,panj1256,FEATHER,feather_j
Pashto,pash1269,FEATHER,feather_b
Persian,west2369,FEATHER,feather_d
Polish,poli1260,FEATHER,feather_d
Portuguese,port1283,FEATHER,feather_a
Portuguese,port1283,FEATHER,feather_e
Provencal,prov1235,FEATHER,feather_e
Romani,roma1329,FEATHER,feather_g
Romanian,megl1237,FEATHER,feather_0
Romanian,megl1237,FEATHER,feather_a
Romansh,roma1326,FEATHER,feather_a
Romansh,roma1326,FEATHER,feather_e
Russian,russ1263,FEATHER,feather_d
Sariqoli,sari1246,FEATHER,feather_d
Scots_Gaelic,scot1245,FEATHER,feather_a
Serbian,sout1528,FEATHER,feather_d
Shughni,shug1248,FEATHER,feather_d
Singhalese,sinh1246,FEATHER,feather_f
Slovak,slov1269,FEATHER,feather_d
Slovenian,slov1268,FEATHER,feather_d
Sogdian,sogd1245,FEATHER,feather_d
Spanish,stan1288,FEATHER,feather_e
Swedish,swed1254,FEATHER,feather_a
Swiss_German,swis1247,FEATHER,feather_a
Tajik,taji1245,FEATHER,feather_d
Tocharian_B,tokh1243,FEATHER,feather_d
Tosk,alba1268,FEATHER,feather_a
Ukrainian,ukra1253,FEATHER,feather_0
Ukrainian,ukra1253,FEATHER,feather_d
Upper_Sorbian,uppe1395,FEATHER,feather_d
Urdu,urdu1245,FEATHER,feather_d
Vedic_Sanskrit,sans1269,FEATHER,feather_d
Wakhi,wakh1245,FEATHER,feather_d
Walloon,wall1255,FEATHER,feather_e
Waziri,waci1238,FEATHER,feather_g
Welsh,wels1247,FEATHER,feather_e
Zazaki,kirm1248,FEATHER,feather_d
Adapazar,homs1234,FEW,few_0
Afrikaans,afri1274,FEW,few_b
Afrikaans,afri1274,FEW,few_r
Ancient_Greek,anci1242,FEW,few_0
Ancient_Greek,anci1242,FEW,few_f
Ancient_Greek,anci1242,FEW,few_i
Arvanitika,arva1236,FEW,few_0
Arvanitika,arva1236,FEW,few_c
Arvanitika,arva1236,FEW,few_f
Assamese,assa1263,FEW,few_0
Assamese,assa1263,FEW,few_e
Assamese,assa1263,FEW,few_p
Avestan,aves1237,FEW,few_e
Baluchi,east2304,FEW,few_e
Belarusian,bela1254,FEW,few_0
Bengali,beng1280,FEW,few_p
Bihari,biha1245,FEW,few_j
Breton,bret1244,FEW,few_m
Bulgarian,bulg1262,FEW,few_h
Cagliari,sard1257,FEW,few_f
Catalan,stan1289,FEW,few_0
Catalan,stan1289,FEW,few_f
Classical_Armenian,clas1256,FEW,few_0
Cornish,corn1251,FEW,few_m
Czech,czec1258,FEW,few_h
Danish,dani1285,FEW,few_f
Digor_Ossetic,digo1242,FEW,few_0
Dutch,cent2352,FEW,few_b
Eastern_Armenian,nucl1235,FEW,few_d
English,stan1293,FEW,few_f
Faroese,faro1244,FEW,few_f
Flemish,cent2353,FEW,few_b
French,stan1290,FEW,few_f
Frisian,fris1239,FEW,few_0
Friulian,friu1240,FEW,few_f
German,stan1295,FEW,few_b
Gothic,goth1244,FEW,few_f
Gujarati,guja1252,FEW,few_j
Hindi,hind1269,FEW,few_j
Hittite,hitt1242,FEW,few_0
Icelandic,icel1247,FEW,few_f
Irish,iris1253,FEW,few_n
Italian,ital1282,FEW,few_f
Kashmiri,kash1277,FEW,few_0
Ladin,ladi1250,FEW,few_f
Lahnda,lahn1241,FEW,few_j
Latin,lati1261,FEW,few_f
Latvian,latv1249,FEW,few_e
Latvian,latv1249,FEW,few_o
Lithuanian,lith1251,FEW,few_e
Luxembourgish,luxe1243,FEW,few_b
Macedonian,mace1250,FEW,few_h
Macedonian,mace1250,FEW,few_m
Marathi,mara1378,FEW,few_0
Marathi,mara1378,FEW,few_j
Marwari,marw1260,FEW,few_j
Modern_Greek,mode1248,FEW,few_i
Nepali,nepa1254,FEW,few_j
Norwegian,norw1258,FEW,few_f
Nuorese,nuor1238,FEW,few_f
Old_Church_Slavic,chur1257,FEW,few_h
Old_English,olde1238,FEW,few_f
Old_High_German,oldh1241,FEW,few_e
Old_High_German,oldh1241,FEW,few_f
Old_Irish,oldi1246,FEW,few_0
Old_Prussian,prus1238,FEW,few_o
Old_West_Norse,oldw1240,FEW,few_f
Oriya,oriy1255,FEW,few_p
Panjabi,panj1256,FEW,few_j
Pashto,pash1269,FEW,few_a
Persian,west2369,FEW,few_e
Polish,poli1260,FEW,few_h
Portuguese,port1283,FEW,few_f
Provencal,prov1235,FEW,few_0
Provencal,prov1235,FEW,few_f
Romani,roma1329,FEW,few_0
Romanian,megl1237,FEW,few_0
Romansh,roma1326,FEW,few_f
Russian,russ1263,FEW,few_h
Sariqoli,sari1246,FEW,few_e
Sariqoli,sari1246,FEW,few_s
Sariqoli,sari1246,FEW,few_t
Scots_Gaelic,scot1245,FEW,few_n
Serbian,sout1528,FEW,few_h
Shughni,shug1248,FEW,few_q
Sindhi,sind1272,FEW,few_j
Singhalese,sinh1246,FEW,few_j
Slovak,slov1269,FEW,few_h
Slovak,slov1269,FEW,few_m
Slovenian,slov1268,FEW,few_h
Sogdian,sogd1245,FEW,few_e
Spanish,stan1288,FEW,few_f
Swedish,swed1254,FEW,few_f
Swiss_German,swis1247,FEW,few_b
Tajik,taji1245,FEW,few_e
Tocharian_A,tokh1242,FEW,few_0
Tocharian_B,tokh1243,FEW,few_0
Tosk,alba1268,FEW,few_0
Ukrainian,ukra1253,FEW,few_l
Upper_Sorbian,uppe1395,FEW,few_h
Urdu,urdu1245,FEW,few_j
Vedic_Sanskrit,sans1269,FEW,few_p
Wakhi,wakh1245,FEW,few_e
Walloon,wall1255,FEW,few_f
Waziri,waci1238,FEW,few_a
Welsh,wels1247,FEW,few_n
Zazaki,kirm1248,FEW,few_e
Zazaki,kirm1248,FEW,few_g
Zazaki,kirm1248,FEW,few_k
Adapazar,homs1234,FIGHT,fight_l
Afrikaans,afri1274,FIGHT,fight_b
Ancient_Greek,anci1242,FIGHT,fight_0
Arvanitika,arva1236,FIGHT,fight_w
Assamese,assa1263,FIGHT,fight_s
Avestan,aves1237,FIGHT,fight_s
Avestan,aves1237,FIGHT,fight_t
Baluchi,east2304,FIGHT,fight_ac
Belarusian,bela1254,FIGHT,fight_g
Bengali,beng1280,FIGHT,fight_d
Bihari,biha1245,FIGHT,fight_d
Breton,bret1244,FIGHT,fight_f
Bulgarian,bulg1262,FIGHT,fight_g
Cagliari,sard1257,FIGHT,fight_0
Catalan,stan1289,FIGHT,fight_0
Catalan,stan1289,FIGHT,fight_w
Catalan,stan1289,FIGHT,fight_x
Classical_Armenian,clas1256,FIGHT,fight_0
Cornish,corn1251,FIGHT,fight_o
Czech,czec1258,FIGHT,fight_g
Czech,czec1258,FIGHT,fight_u
Danish,dani1285,FIGHT,fight_i
Digor_Ossetic,digo1242,FIGHT,fight_e
Dutch,cent2352,FIGHT,fight_b
Eastern_Armenian,nucl1235,FIGHT,fight_0
Eastern_Armenian,nucl1235,FIGHT,fight_l
English,stan1293,FIGHT,fight_b
Faroese,faro1244,FIGHT,fight_h
Faroese,faro1244,FIGHT,fight_q
Flemish,cent2353,FIGHT,fight_b
French,stan1290,FIGHT,fight_x
Frisian,fris1239,FIGHT,fight_0
Friulian,friu1240,FIGHT,fight_w
German,stan1295,FIGHT,fight_i
Gothic,goth1244,FIGHT,fight_0
Gothic,goth1244,FIGHT,fight_p
Gujarati,guja1252,FIGHT,fight_d
Hindi,hind1269,FIGHT,fight_d
Hittite,hitt1242,FIGHT,fight_0
Icelandic,icel1247,FIGHT,fight_q
Irish,iris1253,FIGHT,fight_0
Irish,iris1253,FIGHT,fight_z
Italian,ital1282,FIGHT,fight_x
Kashmiri,kash1277,FIGHT,fight_d
Ladin,ladi1250,FIGHT,fight_x
Lahnda,lahn1241,FIGHT,fight_d
Latin,lati1261,FIGHT,fight_y
Latvian,latv1249,FIGHT,fight_0
Latvian,latv1249,FIGHT,fight_m
Latvian,latv1249,FIGHT,fight_v
Lithuanian,lith1251,FIGHT,fight_m
Lower_Sorbian,lowe1385,FIGHT,fight_a
Luxembourgish,luxe1243,FIGHT,fight_n
Macedonian,mace1250,FIGHT,fight_0
Marathi,mara1378,FIGHT,fight_d
Marwari,marw1260,FIGHT,fight_d
Modern_Greek,mode1248,FIGHT,fight_k
Nepali,nepa1254,FIGHT,fight_d
Nepali,nepa1254,FIGHT,fight_s
Norwegian,norw1258,FIGHT,fight_q
Nuorese,nuor1238,FIGHT,fight_0
Old_Church_Slavic,chur1257,FIGHT,fight_h
Old_Church_Slavic,chur1257,FIGHT,fight_t
Old_English,olde1238,FIGHT,fight_b
Old_English,olde1238,FIGHT,fight_p
Old_High_German,oldh1241,FIGHT,fight_b
Old_Irish,oldi1246,FIGHT,fight_b
Old_Prussian,prus1238,FIGHT,fight_0
Old_West_Norse,oldw1240,FIGHT,fight_h
Old_West_Norse,oldw1240,FIGHT,fight_p
Oriya,oriy1255,FIGHT,fight_d
Oriya,oriy1255,FIGHT,fight_s
Panjabi,panj1256,FIGHT,fight_d
Pashto,pash1269,FIGHT,fight_s
Persian,west2369,FIGHT,fight_s
Polish,poli1260,FIGHT,fight_0
Polish,poli1260,FIGHT,fight_g
Portuguese,port1283,FIGHT,fight_0
Portuguese,port1283,FIGHT,fight_w
Portuguese,port1283,FIGHT,fight_x
Provencal,prov1235,FIGHT,fight_x
Romani,roma1329,FIGHT,fight_c
Romanian,megl1237,FIGHT,fight_w
Romanian,megl1237,FIGHT,fight_x
Romansh,roma1326,FIGHT,fight_w
Russian,russ1263,FIGHT,fight_0
Russian,russ1263,FIGHT,fight_h
Sariqoli,sari1246,FIGHT,fight_ae
Scots_Gaelic,scot1245,FIGHT,fight_0
Serbian,sout1528,FIGHT,fight_0
Serbian,sout1528,FIGHT,fight_h
Shughni,shug1248,FIGHT,fight_ad
Sindhi,sind1272,FIGHT,fight_0
Singhalese,sinh1246,FIGHT,fight_0
Slovak,slov1269,FIGHT,fight_g
Slovak,slov1269,FIGHT,fight_u
Slovenian,slov1268,FIGHT,fight_0
Sogdian,sogd1245,FIGHT,fight_aa
Spanish,stan1288,FIGHT,fight_0
Spanish,stan1288,FIGHT,fight_x
Swedish,swed1254,FIGHT,fight_i
Swedish,swed1254,FIGHT,fight_n
Swiss_German,swis1247,FIGHT,fight_i
Tajik,taji1245,FIGHT,fight_0
Tocharian_B,tokh1243,FIGHT,fight_0
Tosk,alba1268,FIGHT,fight_w
Ukrainian,ukra1253,FIGHT,fight_g
Upper_Sorbian,uppe1395,FIGHT,fight_a
Urdu,urdu1245,FIGHT,fight_d
Vedic_Sanskrit,sans1269,FIGHT,fight_s
Wakhi,wakh1245,FIGHT,fight_s
Walloon,wall1255,FIGHT,fight_x
Walloon,wall1255,FIGHT,fight_y
Waziri,waci1238,FIGHT,fight_s
Welsh,wels1247,FIGHT,fight_o
Adapazar,homs1234,FINGERNAIL,fingernail_a
Ancient_Greek,anci1242,FINGERNAIL,fingernail_a
Assamese,assa1263,FINGERNAIL,fingernail_a
Avestan,aves1237,FINGERNAIL,fingernail_b
Bihari,biha1245,FINGERNAIL,fingernail_a
Breton,bret1244,FINGERNAIL,fingernail_a
Catalan,stan1289,FINGERNAIL,fingernail_a
