DOCULECT,GLOTTOCODE,CONCEPT,CONCEPTICON_GLOSS,CONCEPTICON_ID,COGNATE
Polish,poli1260,dry,DRY,1398,dry_f
Portuguese,port1283,dry,DRY,1398,dry_g
Provencal,prov1235,dry,DRY,1398,dry_g
Romani,roma1329,dry,DRY,1398,dry_f
Romanian,megl1237,dry,DRY,1398,dry_k
Romansh,roma1326,dry,DRY,1398,dry_g
Russian,russ1263,dry,DRY,1398,dry_f
Sariqoli,sari1246,dry,DRY,1398,dry_c
Sariqoli,sari1246,dry,DRY,1398,dry_f
Scots_Gaelic,scot1245,dry,DRY,1398,dry_d
Serbian,sout1528,dry,DRY,1398,dry_f
Shughni,shug1248,dry,DRY,1398,dry_c
Shughni,shug1248,dry,DRY,1398,dry_f
Sindhi,sind1272,dry,DRY,1398,dry_f
Sindhi,sind1272,dry,DRY,1398,dry_m
Singhalese,sinh1246,dry,DRY,1398,dry_l
Slovak,slov1269,dry,DRY,1398,dry_f
Slovenian,slov1268,dry,DRY,1398,dry_f
Sogdian,sogd1245,dry,DRY,1398,dry_f
Spanish,stan1288,dry,DRY,1398,dry_g
Spanish,stan1288,dry,DRY,1398,dry_j
Swedish,swed1254,dry,DRY,1398,dry_d
Swiss_German,swis1247,dry,DRY,1398,dry_b
Tajik,taji1245,dry,DRY,1398,dry_f
Tocharian_A,tokh1242,dry,DRY,1398,dry_j
Tocharian_B,tokh1243,dry,DRY,1398,dry_j
Tosk,alba1268,dry,DRY,1398,dry_f
Ukrainian,ukra1253,dry,DRY,1398,dry_f
Upper_Sorbian,uppe1395,dry,DRY,1398,dry_f
Urdu,urdu1245,dry,DRY,1398,dry_f
Vedic_Sanskrit,sans1269,dry,DRY,1398,dry_f
Wakhi,wakh1245,dry,DRY,1398,dry_f
Walloon,wall1255,dry,DRY,1398,dry_g
Waziri,waci1238,dry,DRY,1398,dry_0
Waziri,waci1238,dry,DRY,1398,dry_f
Welsh,wels1247,dry,DRY,1398,dry_g
Zazaki,kirm1248,dry,DRY,1398,dry_f
Afrikaans,afri1274,dull,BLUNT,379,dull_g
Ancient_Greek,anci1242,dull,BLUNT,379,dull_p
Arvanitika,arva1236,dull,BLUNT,379,dull_b
Arvanitika,arva1236,dull,BLUNT,379,dull_c
Assamese,assa1263,dull,BLUNT,379,dull_d
Belarusian,bela1254,dull,BLUNT,379,dull_g
Bengali,beng1280,dull,BLUNT,379,dull_d
Bihari,biha1245,dull,BLUNT,379,dull_d
Breton,bret1244,dull,BLUNT,379,dull_f
Breton,bret1244,dull,BLUNT,379,dull_s
Bulgarian,bulg1262,dull,BLUNT,379,dull_g
Cagliari,sard1257,dull,BLUNT,379,dull_0
Catalan,stan1289,dull,BLUNT,379,dull_0
Catalan,stan1289,dull,BLUNT,379,dull_h
Classical_Armenian,clas1256,dull,BLUNT,379,dull_v
Cornish,corn1251,dull,BLUNT,379,dull_0
Czech,czec1258,dull,BLUNT,379,dull_g
Danish,dani1285,dull,BLUNT,379,dull_a
Digor_Ossetic,digo1242,dull,BLUNT,379,dull_u
Dutch,cent2352,dull,BLUNT,379,dull_g
Eastern_Armenian,nucl1235,dull,BLUNT,379,dull_v
English,stan1293,dull,BLUNT,379,dull_f
Faroese,faro1244,dull,BLUNT,379,dull_0
Faroese,faro1244,dull,BLUNT,379,dull_i
French,stan1290,dull,BLUNT,379,dull_h
Frisian,fris1239,dull,BLUNT,379,dull_g
Friulian,friu1240,dull,BLUNT,379,dull_0
German,stan1295,dull,BLUNT,379,dull_g
Gothic,goth1244,dull,BLUNT,379,dull_0
Gothic,goth1244,dull,BLUNT,379,dull_f
Gujarati,guja1252,dull,BLUNT,379,dull_d
Hindi,hind1269,dull,BLUNT,379,dull_l
Hittite,hitt1242,dull,BLUNT,379,dull_0
Icelandic,icel1247,dull,BLUNT,379,dull_0
Irish,iris1253,dull,BLUNT,379,dull_f
Italian,ital1282,dull,BLUNT,379,dull_s
Kashmiri,kash1277,dull,BLUNT,379,dull_l
Ladin,ladi1250,dull,BLUNT,379,dull_h
Lahnda,lahn1241,dull,BLUNT,379,dull_m
Latin,lati1261,dull,BLUNT,379,dull_0
Latin,lati1261,dull,BLUNT,379,dull_s
Latvian,latv1249,dull,BLUNT,379,dull_n
Latvian,latv1249,dull,BLUNT,379,dull_r
Lithuanian,lith1251,dull,BLUNT,379,dull_0
Lithuanian,lith1251,dull,BLUNT,379,dull_n
Lithuanian,lith1251,dull,BLUNT,379,dull_q
Lower_Sorbian,lowe1385,dull,BLUNT,379,dull_g
Luxembourgish,luxe1243,dull,BLUNT,379,dull_g
Macedonian,mace1250,dull,BLUNT,379,dull_g
Marathi,mara1378,dull,BLUNT,379,dull_d
Marathi,mara1378,dull,BLUNT,379,dull_m
Modern_Greek,mode1248,dull,BLUNT,379,dull_k
Modern_Greek,mode1248,dull,BLUNT,379,dull_w
Nepali,nepa1254,dull,BLUNT,379,dull_d
Norwegian,norw1258,dull,BLUNT,379,dull_a
Nuorese,nuor1238,dull,BLUNT,379,dull_0
Old_Church_Slavic,chur1257,dull,BLUNT,379,dull_g
Old_English,olde1238,dull,BLUNT,379,dull_g
Old_High_German,oldh1241,dull,BLUNT,379,dull_a
Old_Irish,oldi1246,dull,BLUNT,379,dull_p
Old_West_Norse,oldw1240,dull,BLUNT,379,dull_a
Oriya,oriy1255,dull,BLUNT,379,dull_ab
Panjabi,panj1256,dull,BLUNT,379,dull_m
Pashto,pash1269,dull,BLUNT,379,dull_x
Persian,west2369,dull,BLUNT,379,dull_m
Polish,poli1260,dull,BLUNT,379,dull_g
Portuguese,port1283,dull,BLUNT,379,dull_0
Portuguese,port1283,dull,BLUNT,379,dull_e
Provencal,prov1235,dull,BLUNT,379,dull_h
Romanian,megl1237,dull,BLUNT,379,dull_t
Romansh,roma1326,dull,BLUNT,379,dull_h
Russian,russ1263,dull,BLUNT,379,dull_g
Sariqoli,sari1246,dull,BLUNT,379,dull_z
Scots_Gaelic,scot1245,dull,BLUNT,379,dull_p
Serbian,sout1528,dull,BLUNT,379,dull_g
Shughni,shug1248,dull,BLUNT,379,dull_y
Sindhi,sind1272,dull,BLUNT,379,dull_ac
Sindhi,sind1272,dull,BLUNT,379,dull_l
Singhalese,sinh1246,dull,BLUNT,379,dull_0
Slovak,slov1269,dull,BLUNT,379,dull_g
Slovenian,slov1268,dull,BLUNT,379,dull_0
Spanish,stan1288,dull,BLUNT,379,dull_0
Spanish,stan1288,dull,BLUNT,379,dull_e
Swiss_German,swis1247,dull,BLUNT,379,dull_g
Tajik,taji1245,dull,BLUNT,379,dull_m
Tocharian_B,tokh1243,dull,BLUNT,379,dull_p
Tosk,alba1268,dull,BLUNT,379,dull_b
Tosk,alba1268,dull,BLUNT,379,dull_c
Ukrainian,ukra1253,dull,BLUNT,379,dull_g
Upper_Sorbian,uppe1395,dull,BLUNT,379,dull_g
Urdu,urdu1245,dull,BLUNT,379,dull_m
Vedic_Sanskrit,sans1269,dull,BLUNT,379,dull_aa
Vedic_Sanskrit,sans1269,dull,BLUNT,379,dull_m
Walloon,wall1255,dull,BLUNT,379,dull_0
Welsh,wels1247,dull,BLUNT,379,dull_0
Welsh,wels1247,dull,BLUNT,379,dull_o
Adapazar,homs1234,dust,DUST,2,dust_d
Afrikaans,afri1274,dust,DUST,2,dust_b
Ancient_Greek,anci1242,dust,DUST,2,dust_j
Arumanian,arom1237,dust,DUST,2,dust_0
Arvanitika,arva1236,dust,DUST,2,dust_f
Assamese,assa1263,dust,DUST,2,dust_c
Avestan,aves1237,dust,DUST,2,dust_u
Baluchi,east2304,dust,DUST,2,dust_w
Belarusian,bela1254,dust,DUST,2,dust_r
Bengali,beng1280,dust,DUST,2,dust_c
Breton,bret1244,dust,DUST,2,dust_f
Bulgarian,bulg1262,dust,DUST,2,dust_h
Cagliari,sard1257,dust,DUST,2,dust_f
Catalan,stan1289,dust,DUST,2,dust_f
Classical_Armenian,clas1256,dust,DUST,2,dust_d
Cornish,corn1251,dust,DUST,2,dust_f
Cornish,corn1251,dust,DUST,2,dust_q
Czech,czec1258,dust,DUST,2,dust_h
Danish,dani1285,dust,DUST,2,dust_b
Digor_Ossetic,digo1242,dust,DUST,2,dust_g
Dutch,cent2352,dust,DUST,2,dust_b
Eastern_Armenian,nucl1235,dust,DUST,2,dust_d
English,stan1293,dust,DUST,2,dust_q
Faroese,faro1244,dust,DUST,2,dust_b
Faroese,faro1244,dust,DUST,2,dust_q
Flemish,cent2353,dust,DUST,2,dust_b
French,stan1290,dust,DUST,2,dust_f
Frisian,fris1239,dust,DUST,2,dust_b
Friulian,friu1240,dust,DUST,2,dust_f
German,stan1295,dust,DUST,2,dust_b
Gothic,goth1244,dust,DUST,2,dust_b
Gothic,goth1244,dust,DUST,2,dust_m
Gujarati,guja1252,dust,DUST,2,dust_c
Hindi,hind1269,dust,DUST,2,dust_c
Icelandic,icel1247,dust,DUST,2,dust_i
Irish,iris1253,dust,DUST,2,dust_k
Italian,ital1282,dust,DUST,2,dust_f
Kashmiri,kash1277,dust,DUST,2,dust_0
Kashmiri,kash1277,dust,DUST,2,dust_s
Ladin,ladi1250,dust,DUST,2,dust_f
Lahnda,lahn1241,dust,DUST,2,dust_p
Latin,lati1261,dust,DUST,2,dust_f
Latvian,latv1249,dust,DUST,2,dust_0
Latvian,latv1249,dust,DUST,2,dust_r
Lithuanian,lith1251,dust,DUST,2,dust_q
Lower_Sorbian,lowe1385,dust,DUST,2,dust_h
Luxembourgish,luxe1243,dust,DUST,2,dust_b
Macedonian,mace1250,dust,DUST,2,dust_h
Marathi,mara1378,dust,DUST,2,dust_c
Modern_Greek,mode1248,dust,DUST,2,dust_j
Nepali,nepa1254,dust,DUST,2,dust_c
Nepali,nepa1254,dust,DUST,2,dust_s
Norwegian,norw1258,dust,DUST,2,dust_b
Nuorese,nuor1238,dust,DUST,2,dust_f
Old_Church_Slavic,chur1257,dust,DUST,2,dust_h
Old_English,olde1238,dust,DUST,2,dust_q
Old_High_German,oldh1241,dust,DUST,2,dust_b
Old_High_German,oldh1241,dust,DUST,2,dust_m
Old_Irish,oldi1246,dust,DUST,2,dust_0
Old_West_Norse,oldw1240,dust,DUST,2,dust_i
Old_West_Norse,oldw1240,dust,DUST,2,dust_n
Old_West_Norse,oldw1240,dust,DUST,2,dust_q
Oriya,oriy1255,dust,DUST,2,dust_0
Oriya,oriy1255,dust,DUST,2,dust_c
Panjabi,panj1256,dust,DUST,2,dust_0
Pashto,pash1269,dust,DUST,2,dust_a
Persian,west2369,dust,DUST,2,dust_s
Polish,poli1260,dust,DUST,2,dust_0
Polish,poli1260,dust,DUST,2,dust_r
Portuguese,port1283,dust,DUST,2,dust_f
Provencal,prov1235,dust,DUST,2,dust_f
Romani,roma1329,dust,DUST,2,dust_j
Romanian,megl1237,dust,DUST,2,dust_f
Romanian,megl1237,dust,DUST,2,dust_h
Romansh,roma1326,dust,DUST,2,dust_f
Russian,russ1263,dust,DUST,2,dust_r
Sariqoli,sari1246,dust,DUST,2,dust_aa
Sariqoli,sari1246,dust,DUST,2,dust_t
Sariqoli,sari1246,dust,DUST,2,dust_z
Scots_Gaelic,scot1245,dust,DUST,2,dust_0
Serbian,sout1528,dust,DUST,2,dust_h
Shughni,shug1248,dust,DUST,2,dust_a
Shughni,shug1248,dust,DUST,2,dust_t
Shughni,shug1248,dust,DUST,2,dust_y
Sindhi,sind1272,dust,DUST,2,dust_p
Singhalese,sinh1246,dust,DUST,2,dust_c
Slovak,slov1269,dust,DUST,2,dust_h
Slovenian,slov1268,dust,DUST,2,dust_h
Sogdian,sogd1245,dust,DUST,2,dust_v
Spanish,stan1288,dust,DUST,2,dust_f
Swedish,swed1254,dust,DUST,2,dust_b
Swiss_German,swis1247,dust,DUST,2,dust_b
Tajik,taji1245,dust,DUST,2,dust_a
Tocharian_A,tokh1242,dust,DUST,2,dust_q
Tocharian_B,tokh1243,dust,DUST,2,dust_q
Tosk,alba1268,dust,DUST,2,dust_f
Ukrainian,ukra1253,dust,DUST,2,dust_h
Ukrainian,ukra1253,dust,DUST,2,dust_r
Upper_Sorbian,uppe1395,dust,DUST,2,dust_h
Urdu,urdu1245,dust,DUST,2,dust_a
Vedic_Sanskrit,sans1269,dust,DUST,2,dust_0
Wakhi,wakh1245,dust,DUST,2,dust_a
Wakhi,wakh1245,dust,DUST,2,dust_e
Walloon,wall1255,dust,DUST,2,dust_f
Waziri,waci1238,dust,DUST,2,dust_x
Welsh,wels1247,dust,DUST,2,dust_o
Adapazar,homs1234,ear,EAR,1247,ear_b
Afrikaans,afri1274,ear,EAR,1247,ear_b
Ancient_Greek,anci1242,ear,EAR,1247,ear_b
Arumanian,arom1237,ear,EAR,1247,ear_b
Arvanitika,arva1236,ear,EAR,1247,ear_b
Assamese,assa1263,ear,EAR,1247,ear_c
Avestan,aves1237,ear,EAR,1247,ear_a
Baluchi,east2304,ear,EAR,1247,ear_a
Belarusian,bela1254,ear,EAR,1247,ear_b
Bengali,beng1280,ear,EAR,1247,ear_c
Bihari,biha1245,ear,EAR,1247,ear_c
Breton,bret1244,ear,EAR,1247,ear_d
Bulgarian,bulg1262,ear,EAR,1247,ear_b
Cagliari,sard1257,ear,EAR,1247,ear_b
Catalan,stan1289,ear,EAR,1247,ear_b
Classical_Armenian,clas1256,ear,EAR,1247,ear_b
Cornish,corn1251,ear,EAR,1247,ear_d
Czech,czec1258,ear,EAR,1247,ear_b
Danish,dani1285,ear,EAR,1247,ear_b
Digor_Ossetic,digo1242,ear,EAR,1247,ear_a
Dutch,cent2352,ear,EAR,1247,ear_b
Eastern_Armenian,nucl1235,ear,EAR,1247,ear_b
English,stan1293,ear,EAR,1247,ear_b
Faroese,faro1244,ear,EAR,1247,ear_b
Flemish,cent2353,ear,EAR,1247,ear_b
French,stan1290,ear,EAR,1247,ear_b
Frisian,fris1239,ear,EAR,1247,ear_b
Friulian,friu1240,ear,EAR,1247,ear_b
German,stan1295,ear,EAR,1247,ear_b
Gothic,goth1244,ear,EAR,1247,ear_b
Gujarati,guja1252,ear,EAR,1247,ear_c
Hindi,hind1269,ear,EAR,1247,ear_c
Hittite,hitt1242,ear,EAR,1247,ear_f
Icelandic,icel1247,ear,EAR,1247,ear_b
Irish,iris1253,ear,EAR,1247,ear_e
Italian,ital1282,ear,EAR,1247,ear_b
Kashmiri,kash1277,ear,EAR,1247,ear_c
Kurdish,kurd1259,ear,EAR,1247,ear_a
Ladin,ladi1250,ear,EAR,1247,ear_b
Lahnda,lahn1241,ear,EAR,1247,ear_c
Latin,lati1261,ear,EAR,1247,ear_b
Latvian,latv1249,ear,EAR,1247,ear_b
Lithuanian,lith1251,ear,EAR,1247,ear_b
Lower_Sorbian,lowe1385,ear,EAR,1247,ear_b
Luxembourgish,luxe1243,ear,EAR,1247,ear_b
Macedonian,mace1250,ear,EAR,1247,ear_b
Marathi,mara1378,ear,EAR,1247,ear_c
Marwari,marw1260,ear,EAR,1247,ear_c
Marwari,marw1260,ear,EAR,1247,ear_h
Modern_Greek,mode1248,ear,EAR,1247,ear_b
Nepali,nepa1254,ear,EAR,1247,ear_c
Norwegian,norw1258,ear,EAR,1247,ear_b
Nuorese,nuor1238,ear,EAR,1247,ear_b
Old_Church_Slavic,chur1257,ear,EAR,1247,ear_b
Old_English,olde1238,ear,EAR,1247,ear_b
Old_High_German,oldh1241,ear,EAR,1247,ear_b
Old_Irish,oldi1246,ear,EAR,1247,ear_e
Old_Prussian,prus1238,ear,EAR,1247,ear_b
Old_West_Norse,oldw1240,ear,EAR,1247,ear_b
Oriya,oriy1255,ear,EAR,1247,ear_c
Panjabi,panj1256,ear,EAR,1247,ear_c
Pashto,pash1269,ear,EAR,1247,ear_a
Persian,west2369,ear,EAR,1247,ear_a
Polish,poli1260,ear,EAR,1247,ear_b
Portuguese,port1283,ear,EAR,1247,ear_b
Provencal,prov1235,ear,EAR,1247,ear_b
Romani,roma1329,ear,EAR,1247,ear_c
Romanian,megl1237,ear,EAR,1247,ear_b
Romansh,roma1326,ear,EAR,1247,ear_b
Russian,russ1263,ear,EAR,1247,ear_b
Sariqoli,sari1246,ear,EAR,1247,ear_a
Scots_Gaelic,scot1245,ear,EAR,1247,ear_e
Serbian,sout1528,ear,EAR,1247,ear_b
Shughni,shug1248,ear,EAR,1247,ear_a
Shughni,shug1248,ear,EAR,1247,ear_g
Sindhi,sind1272,ear,EAR,1247,ear_c
Singhalese,sinh1246,ear,EAR,1247,ear_c
Slovak,slov1269,ear,EAR,1247,ear_b
Slovenian,slov1268,ear,EAR,1247,ear_b
Sogdian,sogd1245,ear,EAR,1247,ear_a
Spanish,stan1288,ear,EAR,1247,ear_b
Swedish,swed1254,ear,EAR,1247,ear_b
Swiss_German,swis1247,ear,EAR,1247,ear_b
Tajik,taji1245,ear,EAR,1247,ear_a
Tocharian_A,tokh1242,ear,EAR,1247,ear_e
Tocharian_B,tokh1243,ear,EAR,1247,ear_e
Tosk,alba1268,ear,EAR,1247,ear_b
Ukrainian,ukra1253,ear,EAR,1247,ear_0
Ukrainian,ukra1253,ear,EAR,1247,ear_b
Ukrainian,ukra1253,ear,EAR,1247,ear_e
Upper_Sorbian,uppe1395,ear,EAR,1247,ear_b
Urdu,urdu1245,ear,EAR,1247,ear_c
Vedic_Sanskrit,sans1269,ear,EAR,1247,ear_c
Wakhi,wakh1245,ear,EAR,1247,ear_a
Walloon,wall1255,ear,EAR,1247,ear_b
Waziri,waci1238,ear,EAR,1247,ear_a
Welsh,wels1247,ear,EAR,1247,ear_e
Zazaki,kirm1248,ear,EAR,1247,ear_a
Adapazar,homs1234,earth,EARTH (SOIL),1228,earth_0
Adapazar,homs1234,earth,EARTH (SOIL),1228,earth_u
Afrikaans,afri1274,earth,EARTH (SOIL),1228,earth_b
Ancient_Greek,anci1242,earth,EARTH (SOIL),1228,earth_c
Ancient_Greek,anci1242,earth,EARTH (SOIL),1228,earth_m
Arumanian,arom1237,earth,EARTH (SOIL),1228,earth_0
Arvanitika,arva1236,earth,EARTH (SOIL),1228,earth_0
Arvanitika,arva1236,earth,EARTH (SOIL),1228,earth_c
Assamese,assa1263,earth,EARTH (SOIL),1228,earth_e
Avestan,aves1237,earth,EARTH (SOIL),1228,earth_c
Baluchi,east2304,earth,EARTH (SOIL),1228,earth_e
Belarusian,bela1254,earth,EARTH (SOIL),1228,earth_0
Bengali,beng1280,earth,EARTH (SOIL),1228,earth_e
Bihari,biha1245,earth,EARTH (SOIL),1228,earth_r
Bihari,biha1245,earth,EARTH (SOIL),1228,earth_s
Breton,bret1244,earth,EARTH (SOIL),1228,earth_g
Bulgarian,bulg1262,earth,EARTH (SOIL),1228,earth_0
Bulgarian,bulg1262,earth,EARTH (SOIL),1228,earth_c
Cagliari,sard1257,earth,EARTH (SOIL),1228,earth_f
Catalan,stan1289,earth,EARTH (SOIL),1228,earth_f
Classical_Armenian,clas1256,earth,EARTH (SOIL),1228,earth_0
Classical_Armenian,clas1256,earth,EARTH (SOIL),1228,earth_u
Cornish,corn1251,earth,EARTH (SOIL),1228,earth_g
Czech,czec1258,earth,EARTH (SOIL),1228,earth_c
Czech,czec1258,earth,EARTH (SOIL),1228,earth_p
Danish,dani1285,earth,EARTH (SOIL),1228,earth_b
Digor_Ossetic,digo1242,earth,EARTH (SOIL),1228,earth_t
Dutch,cent2352,earth,EARTH (SOIL),1228,earth_b
Eastern_Armenian,nucl1235,earth,EARTH (SOIL),1228,earth_0
English,stan1293,earth,EARTH (SOIL),1228,earth_b
Faroese,faro1244,earth,EARTH (SOIL),1228,earth_b
Faroese,faro1244,earth,EARTH (SOIL),1228,earth_h
Flemish,cent2353,earth,EARTH (SOIL),1228,earth_b
French,stan1290,earth,EARTH (SOIL),1228,earth_f
Frisian,fris1239,earth,EARTH (SOIL),1228,earth_b
Friulian,friu1240,earth,EARTH (SOIL),1228,earth_f
German,stan1295,earth,EARTH (SOIL),1228,earth_b
Gothic,goth1244,earth,EARTH (SOIL),1228,earth_b
Gujarati,guja1252,earth,EARTH (SOIL),1228,earth_e
Hindi,hind1269,earth,EARTH (SOIL),1228,earth_e
Hittite,hitt1242,earth,EARTH (SOIL),1228,earth_c
Icelandic,icel1247,earth,EARTH (SOIL),1228,earth_b
Icelandic,icel1247,earth,EARTH (SOIL),1228,earth_h
Irish,iris1253,earth,EARTH (SOIL),1228,earth_a
Italian,ital1282,earth,EARTH (SOIL),1228,earth_f
Kashmiri,kash1277,earth,EARTH (SOIL),1228,earth_c
Kashmiri,kash1277,earth,EARTH (SOIL),1228,earth_e
Kurdish,kurd1259,earth,EARTH (SOIL),1228,earth_k
Kurdish,kurd1259,earth,EARTH (SOIL),1228,earth_w
Ladin,ladi1250,earth,EARTH (SOIL),1228,earth_f
Lahnda,lahn1241,earth,EARTH (SOIL),1228,earth_c
Latin,lati1261,earth,EARTH (SOIL),1228,earth_c
Latin,lati1261,earth,EARTH (SOIL),1228,earth_f
Latvian,latv1249,earth,EARTH (SOIL),1228,earth_c
Lithuanian,lith1251,earth,EARTH (SOIL),1228,earth_c
Lower_Sorbian,lowe1385,earth,EARTH (SOIL),1228,earth_c
Luxembourgish,luxe1243,earth,EARTH (SOIL),1228,earth_0
Macedonian,mace1250,earth,EARTH (SOIL),1228,earth_c
Marathi,mara1378,earth,EARTH (SOIL),1228,earth_c
Marathi,mara1378,earth,EARTH (SOIL),1228,earth_e
Marathi,mara1378,earth,EARTH (SOIL),1228,earth_s
Marwari,marw1260,earth,EARTH (SOIL),1228,earth_c
Marwari,marw1260,earth,EARTH (SOIL),1228,earth_z
Modern_Greek,mode1248,earth,EARTH (SOIL),1228,earth_m
Nepali,nepa1254,earth,EARTH (SOIL),1228,earth_e
Norwegian,norw1258,earth,EARTH (SOIL),1228,earth_b
Nuorese,nuor1238,earth,EARTH (SOIL),1228,earth_f
Old_Church_Slavic,chur1257,earth,EARTH (SOIL),1228,earth_c
Old_English,olde1238,earth,EARTH (SOIL),1228,earth_b
Old_High_German,oldh1241,earth,EARTH (SOIL),1228,earth_b
Old_Irish,oldi1246,earth,EARTH (SOIL),1228,earth_a
Old_Irish,oldi1246,earth,EARTH (SOIL),1228,earth_q
Old_Prussian,prus1238,earth,EARTH (SOIL),1228,earth_c
Old_West_Norse,oldw1240,earth,EARTH (SOIL),1228,earth_b
Old_West_Norse,oldw1240,earth,EARTH (SOIL),1228,earth_h
Oriya,oriy1255,earth,EARTH (SOIL),1228,earth_e
Oriya,oriy1255,earth,EARTH (SOIL),1228,earth_n
Panjabi,panj1256,earth,EARTH (SOIL),1228,earth_e
Pashto,pash1269,earth,EARTH (SOIL),1228,earth_k
Pashto,pash1269,earth,EARTH (SOIL),1228,earth_y
Persian,west2369,earth,EARTH (SOIL),1228,earth_c
Polish,poli1260,earth,EARTH (SOIL),1228,earth_c
Portuguese,port1283,earth,EARTH (SOIL),1228,earth_0
Portuguese,port1283,earth,EARTH (SOIL),1228,earth_f
Portuguese,port1283,earth,EARTH (SOIL),1228,earth_o
Provencal,prov1235,earth,EARTH (SOIL),1228,earth_f
Romani,roma1329,earth,EARTH (SOIL),1228,earth_j
Romanian,megl1237,earth,EARTH (SOIL),1228,earth_0
Romansh,roma1326,earth,EARTH (SOIL),1228,earth_f
Russian,russ1263,earth,EARTH (SOIL),1228,earth_c
Sariqoli,sari1246,earth,EARTH (SOIL),1228,earth_c
Sariqoli,sari1246,earth,EARTH (SOIL),1228,earth_v
Scots_Gaelic,scot1245,earth,EARTH (SOIL),1228,earth_a
Serbian,sout1528,earth,EARTH (SOIL),1228,earth_0
Serbian,sout1528,earth,EARTH (SOIL),1228,earth_c
Shughni,shug1248,earth,EARTH (SOIL),1228,earth_c
Shughni,shug1248,earth,EARTH (SOIL),1228,earth_v
Sindhi,sind1272,earth,EARTH (SOIL),1228,earth_n
Sindhi,sind1272,earth,EARTH (SOIL),1228,earth_r
Singhalese,sinh1246,earth,EARTH (SOIL),1228,earth_0
Slovak,slov1269,earth,EARTH (SOIL),1228,earth_c
Slovak,slov1269,earth,EARTH (SOIL),1228,earth_p
Slovenian,slov1268,earth,EARTH (SOIL),1228,earth_c
Sogdian,sogd1245,earth,EARTH (SOIL),1228,earth_l
Spanish,stan1288,earth,EARTH (SOIL),1228,earth_f
Swedish,swed1254,earth,EARTH (SOIL),1228,earth_b
Swiss_German,swis1247,earth,EARTH (SOIL),1228,earth_b
Tajik,taji1245,earth,EARTH (SOIL),1228,earth_c
Tocharian_A,tokh1242,earth,EARTH (SOIL),1228,earth_c
Tocharian_B,tokh1243,earth,EARTH (SOIL),1228,earth_c
Tosk,alba1268,earth,EARTH (SOIL),1228,earth_0
Ukrainian,ukra1253,earth,EARTH (SOIL),1228,earth_0
Ukrainian,ukra1253,earth,EARTH (SOIL),1228,earth_c
Upper_Sorbian,uppe1395,earth,EARTH (SOIL),1228,earth_c
Urdu,urdu1245,earth,EARTH (SOIL),1228,earth_c
Vedic_Sanskrit,sans1269,earth,EARTH (SOIL),1228,earth_c
Wakhi,wakh1245,earth,EARTH (SOIL),1228,earth_k
Wakhi,wakh1245,earth,EARTH (SOIL),1228,earth_v
Walloon,wall1255,earth,EARTH (SOIL),1228,earth_f
Waziri,waci1238,earth,EARTH (SOIL),1228,earth_x
Welsh,wels1247,earth,EARTH (SOIL),1228,earth_g
Welsh,wels1247,earth,EARTH (SOIL),1228,earth_q
Zazaki,kirm1248,earth,EARTH (SOIL),1228,earth_w
Adapazar,homs1234,eat,EAT,1336,eat_b
Afrikaans,afri1274,eat,EAT,1336,eat_b
Ancient_Greek,anci1242,eat,EAT,1336,eat_b
Arumanian,arom1237,eat,EAT,1336,eat_f
Arvanitika,arva1236,eat,EAT,1336,eat_b
Assamese,assa1263,eat,EAT,1336,eat_c
Avestan,aves1237,eat,EAT,1336,eat_a
Baluchi,east2304,eat,EAT,1336,eat_a
Belarusian,bela1254,eat,EAT,1336,eat_b
Bengali,beng1280,eat,EAT,1336,eat_c
Bihari,biha1245,eat,EAT,1336,eat_c
Breton,bret1244,eat,EAT,1336,eat_e
Bulgarian,bulg1262,eat,EAT,1336,eat_b
Cagliari,sard1257,eat,EAT,1336,eat_0
Catalan,stan1289,eat,EAT,1336,eat_f
Classical_Armenian,clas1256,eat,EAT,1336,eat_b
Cornish,corn1251,eat,EAT,1336,eat_e
Czech,czec1258,eat,EAT,1336,eat_b
Danish,dani1285,eat,EAT,1336,eat_g
Digor_Ossetic,digo1242,eat,EAT,1336,eat_a
Dutch,cent2352,eat,EAT,1336,eat_b
Eastern_Armenian,nucl1235,eat,EAT,1336,eat_b
English,stan1293,eat,EAT,1336,eat_b
Faroese,faro1244,eat,EAT,1336,eat_b
Flemish,cent2353,eat,EAT,1336,eat_b
French,stan1290,eat,EAT,1336,eat_f
Frisian,fris1239,eat,EAT,1336,eat_b
Friulian,friu1240,eat,EAT,1336,eat_f
German,stan1295,eat,EAT,1336,eat_b
Gothic,goth1244,eat,EAT,1336,eat_0
Gothic,goth1244,eat,EAT,1336,eat_b
Gujarati,guja1252,eat,EAT,1336,eat_c
Gujarati,guja1252,eat,EAT,1336,eat_n
Hindi,hind1269,eat,EAT,1336,eat_c
Hittite,hitt1242,eat,EAT,1336,eat_b
Icelandic,icel1247,eat,EAT,1336,eat_b
Irish,iris1253,eat,EAT,1336,eat_i
Italian,ital1282,eat,EAT,1336,eat_f
Kashmiri,kash1277,eat,EAT,1336,eat_c
Kurdish,kurd1259,eat,EAT,1336,eat_a
Ladin,ladi1250,eat,EAT,1336,eat_f
Lahnda,lahn1241,eat,EAT,1336,eat_c
Latin,lati1261,eat,EAT,1336,eat_b
Latvian,latv1249,eat,EAT,1336,eat_b
Lithuanian,lith1251,eat,EAT,1336,eat_k
Lower_Sorbian,lowe1385,eat,EAT,1336,eat_b
