DOCULECT,GLOTTOCODE,CONCEPT,CONCEPTICON_GLOSS,CONCEPTICON_ID,COGNATE
Gujarati,guja1252,sleep,SLEEP,1585,sleep_0
Gujarati,guja1252,sleep,SLEEP,1585,sleep_c
Hindi,hind1269,sleep,SLEEP,1585,sleep_c
Hittite,hitt1242,sleep,SLEEP,1585,sleep_c
Hittite,hitt1242,sleep,SLEEP,1585,sleep_p
Icelandic,icel1247,sleep,SLEEP,1585,sleep_c
Irish,iris1253,sleep,SLEEP,1585,sleep_h
Italian,ital1282,sleep,SLEEP,1585,sleep_e
Kashmiri,kash1277,sleep,SLEEP,1585,sleep_c
Kurdish,kurd1259,sleep,SLEEP,1585,sleep_c
Kurdish,kurd1259,sleep,SLEEP,1585,sleep_k
Ladin,ladi1250,sleep,SLEEP,1585,sleep_e
Lahnda,lahn1241,sleep,SLEEP,1585,sleep_c
Latin,lati1261,sleep,SLEEP,1585,sleep_e
Latvian,latv1249,sleep,SLEEP,1585,sleep_i
Latvian,latv1249,sleep,SLEEP,1585,sleep_l
Lithuanian,lith1251,sleep,SLEEP,1585,sleep_i
Lower_Sorbian,lowe1385,sleep,SLEEP,1585,sleep_c
Luxembourgish,luxe1243,sleep,SLEEP,1585,sleep_c
Macedonian,mace1250,sleep,SLEEP,1585,sleep_c
Marathi,mara1378,sleep,SLEEP,1585,sleep_d
Marwari,marw1260,sleep,SLEEP,1585,sleep_c
Modern_Greek,mode1248,sleep,SLEEP,1585,sleep_g
Nepali,nepa1254,sleep,SLEEP,1585,sleep_c
Norwegian,norw1258,sleep,SLEEP,1585,sleep_c
Nuorese,nuor1238,sleep,SLEEP,1585,sleep_e
Old_Church_Slavic,chur1257,sleep,SLEEP,1585,sleep_c
Old_English,olde1238,sleep,SLEEP,1585,sleep_c
Old_High_German,oldh1241,sleep,SLEEP,1585,sleep_c
Old_Irish,oldi1246,sleep,SLEEP,1585,sleep_0
Old_Prussian,prus1238,sleep,SLEEP,1585,sleep_i
Old_West_Norse,oldw1240,sleep,SLEEP,1585,sleep_c
Oriya,oriy1255,sleep,SLEEP,1585,sleep_c
Panjabi,panj1256,sleep,SLEEP,1585,sleep_c
Pashto,pash1269,sleep,SLEEP,1585,sleep_n
Persian,west2369,sleep,SLEEP,1585,sleep_c
Polish,poli1260,sleep,SLEEP,1585,sleep_c
Portuguese,port1283,sleep,SLEEP,1585,sleep_e
Provencal,prov1235,sleep,SLEEP,1585,sleep_e
Romani,roma1329,sleep,SLEEP,1585,sleep_0
Romanian,megl1237,sleep,SLEEP,1585,sleep_e
Romansh,roma1326,sleep,SLEEP,1585,sleep_e
Russian,russ1263,sleep,SLEEP,1585,sleep_c
Sariqoli,sari1246,sleep,SLEEP,1585,sleep_c
Scots_Gaelic,scot1245,sleep,SLEEP,1585,sleep_0
Serbian,sout1528,sleep,SLEEP,1585,sleep_0
Shughni,shug1248,sleep,SLEEP,1585,sleep_c
Sindhi,sind1272,sleep,SLEEP,1585,sleep_c
Singhalese,sinh1246,sleep,SLEEP,1585,sleep_d
Slovak,slov1269,sleep,SLEEP,1585,sleep_c
Slovenian,slov1268,sleep,SLEEP,1585,sleep_c
Sogdian,sogd1245,sleep,SLEEP,1585,sleep_c
Spanish,stan1288,sleep,SLEEP,1585,sleep_e
Swedish,swed1254,sleep,SLEEP,1585,sleep_c
Swiss_German,swis1247,sleep,SLEEP,1585,sleep_c
Tajik,taji1245,sleep,SLEEP,1585,sleep_c
Tocharian_A,tokh1242,sleep,SLEEP,1585,sleep_a
Tocharian_B,tokh1243,sleep,SLEEP,1585,sleep_a
Tosk,alba1268,sleep,SLEEP,1585,sleep_b
Ukrainian,ukra1253,sleep,SLEEP,1585,sleep_c
Upper_Sorbian,uppe1395,sleep,SLEEP,1585,sleep_c
Urdu,urdu1245,sleep,SLEEP,1585,sleep_c
Vedic_Sanskrit,sans1269,sleep,SLEEP,1585,sleep_e
Vedic_Sanskrit,sans1269,sleep,SLEEP,1585,sleep_p
Wakhi,wakh1245,sleep,SLEEP,1585,sleep_k
Walloon,wall1255,sleep,SLEEP,1585,sleep_e
Waziri,waci1238,sleep,SLEEP,1585,sleep_c
Welsh,wels1247,sleep,SLEEP,1585,sleep_f
Zazaki,kirm1248,sleep,SLEEP,1585,sleep_k
Zazaki,kirm1248,sleep,SLEEP,1585,sleep_o
Adapazar,homs1234,small,SMALL,1246,small_0
Afrikaans,afri1274,small,SMALL,1246,small_b
Ancient_Greek,anci1242,small,SMALL,1246,small_k
Arumanian,arom1237,small,SMALL,1246,small_0
Arvanitika,arva1236,small,SMALL,1246,small_c
Assamese,assa1263,small,SMALL,1246,small_0
Avestan,aves1237,small,SMALL,1246,small_0
Baluchi,east2304,small,SMALL,1246,small_d
Belarusian,bela1254,small,SMALL,1246,small_h
Bengali,beng1280,small,SMALL,1246,small_e
Bihari,biha1245,small,SMALL,1246,small_0
Breton,bret1244,small,SMALL,1246,small_g
Bulgarian,bulg1262,small,SMALL,1246,small_h
Cagliari,sard1257,small,SMALL,1246,small_i
Catalan,stan1289,small,SMALL,1246,small_i
Classical_Armenian,clas1256,small,SMALL,1246,small_s
Cornish,corn1251,small,SMALL,1246,small_g
Czech,czec1258,small,SMALL,1246,small_h
Danish,dani1285,small,SMALL,1246,small_p
Digor_Ossetic,digo1242,small,SMALL,1246,small_0
Dutch,cent2352,small,SMALL,1246,small_b
Eastern_Armenian,nucl1235,small,SMALL,1246,small_s
English,stan1293,small,SMALL,1246,small_h
Faroese,faro1244,small,SMALL,1246,small_k
Faroese,faro1244,small,SMALL,1246,small_p
Flemish,cent2353,small,SMALL,1246,small_b
French,stan1290,small,SMALL,1246,small_i
Frisian,fris1239,small,SMALL,1246,small_b
Friulian,friu1240,small,SMALL,1246,small_m
German,stan1295,small,SMALL,1246,small_b
Gothic,goth1244,small,SMALL,1246,small_p
Gujarati,guja1252,small,SMALL,1246,small_0
Hindi,hind1269,small,SMALL,1246,small_e
Hittite,hitt1242,small,SMALL,1246,small_a
Icelandic,icel1247,small,SMALL,1246,small_p
Irish,iris1253,small,SMALL,1246,small_0
Italian,ital1282,small,SMALL,1246,small_m
Kashmiri,kash1277,small,SMALL,1246,small_0
Kurdish,kurd1259,small,SMALL,1246,small_d
Ladin,ladi1250,small,SMALL,1246,small_m
Lahnda,lahn1241,small,SMALL,1246,small_e
Latin,lati1261,small,SMALL,1246,small_0
Latvian,latv1249,small,SMALL,1246,small_n
Lithuanian,lith1251,small,SMALL,1246,small_n
Lower_Sorbian,lowe1385,small,SMALL,1246,small_h
Luxembourgish,luxe1243,small,SMALL,1246,small_b
Macedonian,mace1250,small,SMALL,1246,small_h
Marathi,mara1378,small,SMALL,1246,small_0
Marathi,mara1378,small,SMALL,1246,small_e
Marwari,marw1260,small,SMALL,1246,small_0
Modern_Greek,mode1248,small,SMALL,1246,small_k
Nepali,nepa1254,small,SMALL,1246,small_0
Nepali,nepa1254,small,SMALL,1246,small_e
Nepali,nepa1254,small,SMALL,1246,small_r
Norwegian,norw1258,small,SMALL,1246,small_p
Nuorese,nuor1238,small,SMALL,1246,small_0
Old_Church_Slavic,chur1257,small,SMALL,1246,small_h
Old_English,olde1238,small,SMALL,1246,small_h
Old_English,olde1238,small,SMALL,1246,small_j
Old_High_German,oldh1241,small,SMALL,1246,small_h
Old_High_German,oldh1241,small,SMALL,1246,small_p
Old_Irish,oldi1246,small,SMALL,1246,small_g
Old_Prussian,prus1238,small,SMALL,1246,small_j
Old_West_Norse,oldw1240,small,SMALL,1246,small_k
Old_West_Norse,oldw1240,small,SMALL,1246,small_p
Oriya,oriy1255,small,SMALL,1246,small_e
Panjabi,panj1256,small,SMALL,1246,small_e
Pashto,pash1269,small,SMALL,1246,small_d
Pashto,pash1269,small,SMALL,1246,small_o
Persian,west2369,small,SMALL,1246,small_d
Polish,poli1260,small,SMALL,1246,small_h
Portuguese,port1283,small,SMALL,1246,small_f
Provencal,prov1235,small,SMALL,1246,small_0
Provencal,prov1235,small,SMALL,1246,small_i
Provencal,prov1235,small,SMALL,1246,small_m
Romani,roma1329,small,SMALL,1246,small_l
Romanian,megl1237,small,SMALL,1246,small_0
Romanian,megl1237,small,SMALL,1246,small_k
Romansh,roma1326,small,SMALL,1246,small_0
Romansh,roma1326,small,SMALL,1246,small_m
Russian,russ1263,small,SMALL,1246,small_h
Sariqoli,sari1246,small,SMALL,1246,small_0
Scots_Gaelic,scot1245,small,SMALL,1246,small_g
Serbian,sout1528,small,SMALL,1246,small_h
Shughni,shug1248,small,SMALL,1246,small_0
Sindhi,sind1272,small,SMALL,1246,small_0
Singhalese,sinh1246,small,SMALL,1246,small_0
Slovak,slov1269,small,SMALL,1246,small_h
Slovenian,slov1268,small,SMALL,1246,small_h
Sogdian,sogd1245,small,SMALL,1246,small_0
Spanish,stan1288,small,SMALL,1246,small_f
Swedish,swed1254,small,SMALL,1246,small_p
Swiss_German,swis1247,small,SMALL,1246,small_b
Tajik,taji1245,small,SMALL,1246,small_l
Tocharian_A,tokh1242,small,SMALL,1246,small_0
Tocharian_A,tokh1242,small,SMALL,1246,small_q
Tocharian_B,tokh1243,small,SMALL,1246,small_0
Tocharian_B,tokh1243,small,SMALL,1246,small_q
Tosk,alba1268,small,SMALL,1246,small_c
Ukrainian,ukra1253,small,SMALL,1246,small_h
Upper_Sorbian,uppe1395,small,SMALL,1246,small_h
Urdu,urdu1245,small,SMALL,1246,small_e
Vedic_Sanskrit,sans1269,small,SMALL,1246,small_0
Wakhi,wakh1245,small,SMALL,1246,small_d
Walloon,wall1255,small,SMALL,1246,small_i
Waziri,waci1238,small,SMALL,1246,small_a
Waziri,waci1238,small,SMALL,1246,small_o
Welsh,wels1247,small,SMALL,1246,small_g
Zazaki,kirm1248,small,SMALL,1246,small_0
Adapazar,homs1234,smell,SMELL,2124,smell_w
Afrikaans,afri1274,smell,SMELL,2124,smell_b
Ancient_Greek,anci1242,smell,SMELL,2124,smell_r
Ancient_Greek,anci1242,smell,SMELL,2124,smell_w
Arumanian,arom1237,smell,SMELL,2124,smell_0
Arvanitika,arva1236,smell,SMELL,2124,smell_c
Assamese,assa1263,smell,SMELL,2124,smell_o
Baluchi,east2304,smell,SMELL,2124,smell_e
Belarusian,bela1254,smell,SMELL,2124,smell_i
Belarusian,bela1254,smell,SMELL,2124,smell_s
Bengali,beng1280,smell,SMELL,2124,smell_o
Bengali,beng1280,smell,SMELL,2124,smell_q
Bihari,biha1245,smell,SMELL,2124,smell_o
Bihari,biha1245,smell,SMELL,2124,smell_q
Breton,bret1244,smell,SMELL,2124,smell_h
Bulgarian,bulg1262,smell,SMELL,2124,smell_j
Bulgarian,bulg1262,smell,SMELL,2124,smell_n
Cagliari,sard1257,smell,SMELL,2124,smell_g
Catalan,stan1289,smell,SMELL,2124,smell_w
Classical_Armenian,clas1256,smell,SMELL,2124,smell_w
Cornish,corn1251,smell,SMELL,2124,smell_0
Cornish,corn1251,smell,SMELL,2124,smell_h
Czech,czec1258,smell,SMELL,2124,smell_s
Danish,dani1285,smell,SMELL,2124,smell_k
Digor_Ossetic,digo1242,smell,SMELL,2124,smell_v
Dutch,cent2352,smell,SMELL,2124,smell_b
Eastern_Armenian,nucl1235,smell,SMELL,2124,smell_w
English,stan1293,smell,SMELL,2124,smell_0
Faroese,faro1244,smell,SMELL,2124,smell_m
Flemish,cent2353,smell,SMELL,2124,smell_b
French,stan1290,smell,SMELL,2124,smell_p
Frisian,fris1239,smell,SMELL,2124,smell_l
Friulian,friu1240,smell,SMELL,2124,smell_0
German,stan1295,smell,SMELL,2124,smell_b
Gujarati,guja1252,smell,SMELL,2124,smell_o
Hindi,hind1269,smell,SMELL,2124,smell_o
Icelandic,icel1247,smell,SMELL,2124,smell_m
Italian,ital1282,smell,SMELL,2124,smell_p
Italian,ital1282,smell,SMELL,2124,smell_w
Kashmiri,kash1277,smell,SMELL,2124,smell_0
Ladin,ladi1250,smell,SMELL,2124,smell_0
Lahnda,lahn1241,smell,SMELL,2124,smell_o
Latin,lati1261,smell,SMELL,2124,smell_w
Latvian,latv1249,smell,SMELL,2124,smell_n
Latvian,latv1249,smell,SMELL,2124,smell_w
Lithuanian,lith1251,smell,SMELL,2124,smell_w
Lower_Sorbian,lowe1385,smell,SMELL,2124,smell_j
Luxembourgish,luxe1243,smell,SMELL,2124,smell_b
Macedonian,mace1250,smell,SMELL,2124,smell_n
Marathi,mara1378,smell,SMELL,2124,smell_o
Marwari,marw1260,smell,SMELL,2124,smell_0
Modern_Greek,mode1248,smell,SMELL,2124,smell_n
Nepali,nepa1254,smell,SMELL,2124,smell_o
Norwegian,norw1258,smell,SMELL,2124,smell_k
Nuorese,nuor1238,smell,SMELL,2124,smell_0
Old_Church_Slavic,chur1257,smell,SMELL,2124,smell_j
Old_English,olde1238,smell,SMELL,2124,smell_l
Old_High_German,oldh1241,smell,SMELL,2124,smell_b
Old_High_German,oldh1241,smell,SMELL,2124,smell_l
Old_Irish,oldi1246,smell,SMELL,2124,smell_u
Old_Prussian,prus1238,smell,SMELL,2124,smell_n
Old_West_Norse,oldw1240,smell,SMELL,2124,smell_m
Oriya,oriy1255,smell,SMELL,2124,smell_o
Oriya,oriy1255,smell,SMELL,2124,smell_q
Panjabi,panj1256,smell,SMELL,2124,smell_o
Pashto,pash1269,smell,SMELL,2124,smell_a
Persian,west2369,smell,SMELL,2124,smell_e
Polish,poli1260,smell,SMELL,2124,smell_s
Portuguese,port1283,smell,SMELL,2124,smell_g
Provencal,prov1235,smell,SMELL,2124,smell_p
Romani,roma1329,smell,SMELL,2124,smell_q
Romanian,megl1237,smell,SMELL,2124,smell_n
Romansh,roma1326,smell,SMELL,2124,smell_p
Romansh,roma1326,smell,SMELL,2124,smell_w
Russian,russ1263,smell,SMELL,2124,smell_0
Scots_Gaelic,scot1245,smell,SMELL,2124,smell_u
Serbian,sout1528,smell,SMELL,2124,smell_j
Serbian,sout1528,smell,SMELL,2124,smell_n
Shughni,shug1248,smell,SMELL,2124,smell_e
Sindhi,sind1272,smell,SMELL,2124,smell_o
Singhalese,sinh1246,smell,SMELL,2124,smell_0
Slovak,slov1269,smell,SMELL,2124,smell_i
Slovak,slov1269,smell,SMELL,2124,smell_j
Slovenian,slov1268,smell,SMELL,2124,smell_n
Spanish,stan1288,smell,SMELL,2124,smell_w
Swedish,swed1254,smell,SMELL,2124,smell_k
Swiss_German,swis1247,smell,SMELL,2124,smell_0
Tajik,taji1245,smell,SMELL,2124,smell_a
Tocharian_A,tokh1242,smell,SMELL,2124,smell_f
Tocharian_B,tokh1243,smell,SMELL,2124,smell_f
Tosk,alba1268,smell,SMELL,2124,smell_0
Ukrainian,ukra1253,smell,SMELL,2124,smell_j
Upper_Sorbian,uppe1395,smell,SMELL,2124,smell_j
Urdu,urdu1245,smell,SMELL,2124,smell_o
Vedic_Sanskrit,sans1269,smell,SMELL,2124,smell_q
Vedic_Sanskrit,sans1269,smell,SMELL,2124,smell_r
Walloon,wall1255,smell,SMELL,2124,smell_p
Welsh,wels1247,smell,SMELL,2124,smell_h
Zazaki,kirm1248,smell,SMELL,2124,smell_e
Adapazar,homs1234,smoke,SMOKE (EXHAUST),778,smoke_e
Afrikaans,afri1274,smoke,SMOKE (EXHAUST),778,smoke_b
Ancient_Greek,anci1242,smoke,SMOKE (EXHAUST),778,smoke_f
Arumanian,arom1237,smoke,SMOKE (EXHAUST),778,smoke_a
Arvanitika,arva1236,smoke,SMOKE (EXHAUST),778,smoke_c
Assamese,assa1263,smoke,SMOKE (EXHAUST),778,smoke_a
Avestan,aves1237,smoke,SMOKE (EXHAUST),778,smoke_a
Baluchi,east2304,smoke,SMOKE (EXHAUST),778,smoke_a
Belarusian,bela1254,smoke,SMOKE (EXHAUST),778,smoke_a
Bengali,beng1280,smoke,SMOKE (EXHAUST),778,smoke_a
Bihari,biha1245,smoke,SMOKE (EXHAUST),778,smoke_a
Breton,bret1244,smoke,SMOKE (EXHAUST),778,smoke_e
Bulgarian,bulg1262,smoke,SMOKE (EXHAUST),778,smoke_0
Cagliari,sard1257,smoke,SMOKE (EXHAUST),778,smoke_a
Catalan,stan1289,smoke,SMOKE (EXHAUST),778,smoke_a
Classical_Armenian,clas1256,smoke,SMOKE (EXHAUST),778,smoke_e
Classical_Armenian,clas1256,smoke,SMOKE (EXHAUST),778,smoke_h
Cornish,corn1251,smoke,SMOKE (EXHAUST),778,smoke_e
Czech,czec1258,smoke,SMOKE (EXHAUST),778,smoke_a
Danish,dani1285,smoke,SMOKE (EXHAUST),778,smoke_b
Digor_Ossetic,digo1242,smoke,SMOKE (EXHAUST),778,smoke_0
Dutch,cent2352,smoke,SMOKE (EXHAUST),778,smoke_b
Eastern_Armenian,nucl1235,smoke,SMOKE (EXHAUST),778,smoke_e
Eastern_Armenian,nucl1235,smoke,SMOKE (EXHAUST),778,smoke_h
English,stan1293,smoke,SMOKE (EXHAUST),778,smoke_e
Faroese,faro1244,smoke,SMOKE (EXHAUST),778,smoke_b
Flemish,cent2353,smoke,SMOKE (EXHAUST),778,smoke_b
French,stan1290,smoke,SMOKE (EXHAUST),778,smoke_a
Frisian,fris1239,smoke,SMOKE (EXHAUST),778,smoke_b
Friulian,friu1240,smoke,SMOKE (EXHAUST),778,smoke_a
German,stan1295,smoke,SMOKE (EXHAUST),778,smoke_b
Gothic,goth1244,smoke,SMOKE (EXHAUST),778,smoke_a
Gujarati,guja1252,smoke,SMOKE (EXHAUST),778,smoke_a
Hindi,hind1269,smoke,SMOKE (EXHAUST),778,smoke_a
Hittite,hitt1242,smoke,SMOKE (EXHAUST),778,smoke_a
Icelandic,icel1247,smoke,SMOKE (EXHAUST),778,smoke_b
Irish,iris1253,smoke,SMOKE (EXHAUST),778,smoke_a
Italian,ital1282,smoke,SMOKE (EXHAUST),778,smoke_a
Kashmiri,kash1277,smoke,SMOKE (EXHAUST),778,smoke_a
Kurdish,kurd1259,smoke,SMOKE (EXHAUST),778,smoke_a
Ladin,ladi1250,smoke,SMOKE (EXHAUST),778,smoke_a
Lahnda,lahn1241,smoke,SMOKE (EXHAUST),778,smoke_a
Latin,lati1261,smoke,SMOKE (EXHAUST),778,smoke_a
Latvian,latv1249,smoke,SMOKE (EXHAUST),778,smoke_a
Lithuanian,lith1251,smoke,SMOKE (EXHAUST),778,smoke_a
Lower_Sorbian,lowe1385,smoke,SMOKE (EXHAUST),778,smoke_a
Luxembourgish,luxe1243,smoke,SMOKE (EXHAUST),778,smoke_a
Macedonian,mace1250,smoke,SMOKE (EXHAUST),778,smoke_0
Marathi,mara1378,smoke,SMOKE (EXHAUST),778,smoke_a
Marwari,marw1260,smoke,SMOKE (EXHAUST),778,smoke_a
Modern_Greek,mode1248,smoke,SMOKE (EXHAUST),778,smoke_f
Nepali,nepa1254,smoke,SMOKE (EXHAUST),778,smoke_a
Norwegian,norw1258,smoke,SMOKE (EXHAUST),778,smoke_b
Nuorese,nuor1238,smoke,SMOKE (EXHAUST),778,smoke_a
Old_Church_Slavic,chur1257,smoke,SMOKE (EXHAUST),778,smoke_a
Old_English,olde1238,smoke,SMOKE (EXHAUST),778,smoke_b
Old_English,olde1238,smoke,SMOKE (EXHAUST),778,smoke_e
Old_High_German,oldh1241,smoke,SMOKE (EXHAUST),778,smoke_b
Old_Irish,oldi1246,smoke,SMOKE (EXHAUST),778,smoke_0
Old_Prussian,prus1238,smoke,SMOKE (EXHAUST),778,smoke_a
Old_West_Norse,oldw1240,smoke,SMOKE (EXHAUST),778,smoke_b
Oriya,oriy1255,smoke,SMOKE (EXHAUST),778,smoke_a
Panjabi,panj1256,smoke,SMOKE (EXHAUST),778,smoke_a
Pashto,pash1269,smoke,SMOKE (EXHAUST),778,smoke_a
Persian,west2369,smoke,SMOKE (EXHAUST),778,smoke_a
Polish,poli1260,smoke,SMOKE (EXHAUST),778,smoke_a
Portuguese,port1283,smoke,SMOKE (EXHAUST),778,smoke_a
Provencal,prov1235,smoke,SMOKE (EXHAUST),778,smoke_a
Romani,roma1329,smoke,SMOKE (EXHAUST),778,smoke_a
Romanian,megl1237,smoke,SMOKE (EXHAUST),778,smoke_a
Romansh,roma1326,smoke,SMOKE (EXHAUST),778,smoke_0
Romansh,roma1326,smoke,SMOKE (EXHAUST),778,smoke_a
Russian,russ1263,smoke,SMOKE (EXHAUST),778,smoke_a
Sariqoli,sari1246,smoke,SMOKE (EXHAUST),778,smoke_a
Scots_Gaelic,scot1245,smoke,SMOKE (EXHAUST),778,smoke_0
Serbian,sout1528,smoke,SMOKE (EXHAUST),778,smoke_a
Shughni,shug1248,smoke,SMOKE (EXHAUST),778,smoke_a
Sindhi,sind1272,smoke,SMOKE (EXHAUST),778,smoke_a
Singhalese,sinh1246,smoke,SMOKE (EXHAUST),778,smoke_a
Slovak,slov1269,smoke,SMOKE (EXHAUST),778,smoke_a
Slovak,slov1269,smoke,SMOKE (EXHAUST),778,smoke_d
Slovenian,slov1268,smoke,SMOKE (EXHAUST),778,smoke_a
Sogdian,sogd1245,smoke,SMOKE (EXHAUST),778,smoke_g
Spanish,stan1288,smoke,SMOKE (EXHAUST),778,smoke_a
Swedish,swed1254,smoke,SMOKE (EXHAUST),778,smoke_b
Swiss_German,swis1247,smoke,SMOKE (EXHAUST),778,smoke_b
Tajik,taji1245,smoke,SMOKE (EXHAUST),778,smoke_a
Tosk,alba1268,smoke,SMOKE (EXHAUST),778,smoke_c
Ukrainian,ukra1253,smoke,SMOKE (EXHAUST),778,smoke_a
Upper_Sorbian,uppe1395,smoke,SMOKE (EXHAUST),778,smoke_a
Urdu,urdu1245,smoke,SMOKE (EXHAUST),778,smoke_a
Vedic_Sanskrit,sans1269,smoke,SMOKE (EXHAUST),778,smoke_a
Wakhi,wakh1245,smoke,SMOKE (EXHAUST),778,smoke_a
Walloon,wall1255,smoke,SMOKE (EXHAUST),778,smoke_a
Waziri,waci1238,smoke,SMOKE (EXHAUST),778,smoke_a
Welsh,wels1247,smoke,SMOKE (EXHAUST),778,smoke_e
Zazaki,kirm1248,smoke,SMOKE (EXHAUST),778,smoke_a
Adapazar,homs1234,smooth,SMOOTH,1234,smooth_0
Afrikaans,afri1274,smooth,SMOOTH,1234,smooth_b
Ancient_Greek,anci1242,smooth,SMOOTH,1234,smooth_j
Arumanian,arom1237,smooth,SMOOTH,1234,smooth_d
Arvanitika,arva1236,smooth,SMOOTH,1234,smooth_k
Assamese,assa1263,smooth,SMOOTH,1234,smooth_0
Baluchi,east2304,smooth,SMOOTH,1234,smooth_e
Belarusian,bela1254,smooth,SMOOTH,1234,smooth_b
Bengali,beng1280,smooth,SMOOTH,1234,smooth_0
Bihari,biha1245,smooth,SMOOTH,1234,smooth_h
Breton,bret1244,smooth,SMOOTH,1234,smooth_j
Breton,bret1244,smooth,SMOOTH,1234,smooth_r
Bulgarian,bulg1262,smooth,SMOOTH,1234,smooth_b
Cagliari,sard1257,smooth,SMOOTH,1234,smooth_d
Catalan,stan1289,smooth,SMOOTH,1234,smooth_d
Classical_Armenian,clas1256,smooth,SMOOTH,1234,smooth_0
Classical_Armenian,clas1256,smooth,SMOOTH,1234,smooth_u
Cornish,corn1251,smooth,SMOOTH,1234,smooth_0
Cornish,corn1251,smooth,SMOOTH,1234,smooth_j
Czech,czec1258,smooth,SMOOTH,1234,smooth_b
Danish,dani1285,smooth,SMOOTH,1234,smooth_b
Digor_Ossetic,digo1242,smooth,SMOOTH,1234,smooth_j
Dutch,cent2352,smooth,SMOOTH,1234,smooth_b
Eastern_Armenian,nucl1235,smooth,SMOOTH,1234,smooth_0
Eastern_Armenian,nucl1235,smooth,SMOOTH,1234,smooth_u
English,stan1293,smooth,SMOOTH,1234,smooth_q
Faroese,faro1244,smooth,SMOOTH,1234,smooth_j
Flemish,cent2353,smooth,SMOOTH,1234,smooth_b
Flemish,cent2353,smooth,SMOOTH,1234,smooth_o
French,stan1290,smooth,SMOOTH,1234,smooth_d
Frisian,fris1239,smooth,SMOOTH,1234,smooth_b
Friulian,friu1240,smooth,SMOOTH,1234,smooth_d
German,stan1295,smooth,SMOOTH,1234,smooth_b
Gothic,goth1244,smooth,SMOOTH,1234,smooth_j
Gujarati,guja1252,smooth,SMOOTH,1234,smooth_0
Hindi,hind1269,smooth,SMOOTH,1234,smooth_h
Hittite,hitt1242,smooth,SMOOTH,1234,smooth_f
Icelandic,icel1247,smooth,SMOOTH,1234,smooth_0
Icelandic,icel1247,smooth,SMOOTH,1234,smooth_j
Irish,iris1253,smooth,SMOOTH,1234,smooth_0
Irish,iris1253,smooth,SMOOTH,1234,smooth_f
Irish,iris1253,smooth,SMOOTH,1234,smooth_j
Italian,ital1282,smooth,SMOOTH,1234,smooth_d
Italian,ital1282,smooth,SMOOTH,1234,smooth_s
Kashmiri,kash1277,smooth,SMOOTH,1234,smooth_0
Ladin,ladi1250,smooth,SMOOTH,1234,smooth_t
Lahnda,lahn1241,smooth,SMOOTH,1234,smooth_a
Latin,lati1261,smooth,SMOOTH,1234,smooth_j
Latvian,latv1249,smooth,SMOOTH,1234,smooth_b
Latvian,latv1249,smooth,SMOOTH,1234,smooth_p
Lithuanian,lith1251,smooth,SMOOTH,1234,smooth_0
Lower_Sorbian,lowe1385,smooth,SMOOTH,1234,smooth_b
Luxembourgish,luxe1243,smooth,SMOOTH,1234,smooth_b
Macedonian,mace1250,smooth,SMOOTH,1234,smooth_i
Marathi,mara1378,smooth,SMOOTH,1234,smooth_0
Marathi,mara1378,smooth,SMOOTH,1234,smooth_h
Marathi,mara1378,smooth,SMOOTH,1234,smooth_z
Modern_Greek,mode1248,smooth,SMOOTH,1234,smooth_g
Nepali,nepa1254,smooth,SMOOTH,1234,smooth_0
Norwegian,norw1258,smooth,SMOOTH,1234,smooth_b
Norwegian,norw1258,smooth,SMOOTH,1234,smooth_o
Nuorese,nuor1238,smooth,SMOOTH,1234,smooth_s
Old_Church_Slavic,chur1257,smooth,SMOOTH,1234,smooth_b
Old_English,olde1238,smooth,SMOOTH,1234,smooth_q
Old_High_German,oldh1241,smooth,SMOOTH,1234,smooth_0
Old_High_German,oldh1241,smooth,SMOOTH,1234,smooth_j
Old_Irish,oldi1246,smooth,SMOOTH,1234,smooth_0
Old_West_Norse,oldw1240,smooth,SMOOTH,1234,smooth_j
Oriya,oriy1255,smooth,SMOOTH,1234,smooth_0
Panjabi,panj1256,smooth,SMOOTH,1234,smooth_0
Pashto,pash1269,smooth,SMOOTH,1234,smooth_a
Pashto,pash1269,smooth,SMOOTH,1234,smooth_l
Persian,west2369,smooth,SMOOTH,1234,smooth_a
Polish,poli1260,smooth,SMOOTH,1234,smooth_b
Portuguese,port1283,smooth,SMOOTH,1234,smooth_d
Provencal,prov1235,smooth,SMOOTH,1234,smooth_0
Provencal,prov1235,smooth,SMOOTH,1234,smooth_s
Romani,roma1329,smooth,SMOOTH,1234,smooth_n
Romanian,megl1237,smooth,SMOOTH,1234,smooth_0
Romansh,roma1326,smooth,SMOOTH,1234,smooth_t
Russian,russ1263,smooth,SMOOTH,1234,smooth_b
Sariqoli,sari1246,smooth,SMOOTH,1234,smooth_y
Scots_Gaelic,scot1245,smooth,SMOOTH,1234,smooth_f
Serbian,sout1528,smooth,SMOOTH,1234,smooth_b
Shughni,shug1248,smooth,SMOOTH,1234,smooth_l
Shughni,shug1248,smooth,SMOOTH,1234,smooth_x
Singhalese,sinh1246,smooth,SMOOTH,1234,smooth_0
Slovak,slov1269,smooth,SMOOTH,1234,smooth_b
Slovenian,slov1268,smooth,SMOOTH,1234,smooth_b
Spanish,stan1288,smooth,SMOOTH,1234,smooth_d
Swedish,swed1254,smooth,SMOOTH,1234,smooth_b
Swedish,swed1254,smooth,SMOOTH,1234,smooth_j
Swiss_German,swis1247,smooth,SMOOTH,1234,smooth_b
